,album titles,artists,review titles,reviews
10,꿈으로 와요,굿나잇스탠드,꿈으로 와요~ 굿나잇스탠드!,"벅스가 선정한 2016년 11월 이달의 앨범 선정 작품. 홍대를 기반으로 솔로와 세션 활동을 해온 멜튼(조지훈)과 헤일리정(정혜빈), 소속사인 <밤별뮤직>을 통해 인연을 맺은 두 싱어송라이터는 함께 곡 작업을 하면서 서로의 음악적 공감대를 확인하고 듀오 굿나잇스탠드를 결성하게 된다.

첫 EP [꿈으로 와요]는 싱어송라이터 듀오의 이상적인 궁합을 보여주는 결과물이다. 흡사 시블 워즈(The Civil Wars)를 떠올리게 하는 혼성 보컬의 아름다운 하모니가 인상적인 ‘Leavin' Tomorrow’와 ‘July’, 특히 건반 중심의 세련되고 드라마틱한 편곡이 돋보이는 모던 락 트랙 ‘Focal’은 탄탄한 송라이팅에 기반한 이들 듀오의 음악적 정체성을 대표하는 곡이다.

가요와 인디의 경계를 넘나드는 폭넓은 사운드의 운용을 통해 기존 어쿠스틱 팝 듀오와 차별화되는 매력을 어필한다는 점에서 다음 정규 앨범이 더욱 기대되는 팀이다."
11,실리카겔,실리카겔,"현시대 최적화된 밴드, 실리카겔!","벅스가 선정한 2016년 11월 이달의 앨범 선정 작품. 신시사이저의 춤사위가 예사롭지 않다. 마치 수채화가 번지듯, 황홀하게 퍼져버리는 건반의 음향이 귓가를 강타한다. 단정하고 예쁜 근래의 건반 소리와는 확실한 거리를 둔다. 유행에 신경 쓰지 않은 채, 오직 밴드만의 색채를 단단히 고정해버린 듯한 인상이다. 그렇다고 시대에 반(反)하는 태도를 취했다고 오해하면 안 된다. 인원 구성은 오히려 ‘최신’, 그 이상이다. 일곱 명의 멤버 중 밴드의 배경인 VJing을 책임질 VJ가 두 명이다. 다섯 명의 연주자와 두 명의 VJ가 만나 음악과 비주얼을 손수 일궈내는 것이다.

<붕가붕가레코드>의 곰사장이 이들과 손잡은 이유도 여기에 있다. 그는 홍보 문구에서 밝히듯, 2015년에 공개한 EP는 좋게 들었으나 굳이 일까지 함께할 생각은 없었다고 한다. 그러나 무대를 압도하는 공연을 본 뒤 생각을 바꿨다고 하니, 실리카겔이야 말로 보는 음악에도 신경 써야 하는 현시대에 최적화된 밴드라 할 수 있다. 혹여나 팝 음악 포맷이 익숙한 이라면, 첫 대면에서 어렵다고 느낄 수도 있다. 그렇다면 앨범의 리스트를 순서대로 만나기보단, 귀를 먼저 잡을 곡부터 들어보길 바란다. ‘9’의 시원한 드라이빙 하나만으로도 실리카겔에 대한 거리는 어느새 좁혀져 있을 테니까. 한 곡 한 곡이 범상치 않은 신인 밴드의 등장이다."
12,Radical Paradise,강이채,강이채의 음악 세계로 들어가보자,"벅스가 선정한 2016년 11월 이달의 앨범 선정 작품. 강이채가 음악을 잘 만든다는 건 이미 혼성 듀오 ‘이채언루트’에서 증명해냈다. 관습적인 화음 구성 안에서 새로운 틈을 찾아낸 그녀의 발상은 대중음악의 새로운 기운을 전달했다고 봐도 과언이 아니다. 첫 솔로 앨범 [Radical Paradise](2016)에서도 이러한 감동을 느낄 수 있는데, 듀오 때와의 차이라면 쓰고 싶은 표현과 기술이 더 넓혀졌다는 점이다.

가령 타이틀곡 ‘Radical Paradise’에선 트레이드마크와 같은 바이올린이 동반되며 기존의 설계했던 패턴을 강화해놨지만, 다음 트랙 ‘L.A.’에선 현악을 완전히 거두며 온전히 일렉트로닉에 몰두하고 있다. 두꺼운 전자음 하나로 반복적인 비트를 마련한 이 곡은, 이후 신시사이저의 소리를 아름답게 펼치며 곡의 온도를 높인다. 여기에 더해진 보컬의 목소리는 코러스와 맞물리며 밝은 기운을 전달하는데, 후렴의 멜로디 또한 중독성 높게 만들며 듣는 이를 편안하게 만든다.

개인적으로 이채언루트의 앨범 [Madeline](2015)에서 ‘달데이트 (feat. 박주원)’(2015)가 얼굴마담 역할을 했다면, [Radical Paradise]에선 ‘L.A.’가 그 자리를 차지하지 않나 싶다. 강이채라는 세계에 부담 없이, 기분 좋게 들어갈 트랙이다."
13,Attraction Between Two Bodies,ABTB,록이 죽었다고 생각하는가?,"벅스가 선정한 2016년 11월 이달의 앨범 선정 작품. 이제 하드록의 시대는 갔는가. 사실 그런 질문은 중요하지 않다. 시장점유율이나 트렌드? 그에 대한 언급은 어디까지나 부차적이다. 외적인 상황들은 뮤지션의 음악 외부에 놓인 변수일 뿐이다. 본인들이 가장 잘 할 수 있는 음악을 가장 멋있는 방식으로 하면 되는 것 아니겠는가. 자, 눈치 따위는 보지 않는 하드록 밴드 ABTB를 소개한다. 게이트 플라워즈 출신 박근홍(보컬), 쿠바/썬스트록스의 강대희(드러머), 한음파의 장혁조(베이스), 바이바이배드맨의 곽민혁(기타), 해쉬의 황린(기타)이 모였다.

그 결과물이 [Attraction Between Two Bodies]다. 당신이 강렬하고 묵직한 락 음악을 좋아한다면 결코 피할 수 없다. 벅체리(Buckcherry), 벨벳 리볼버(Velvet Revolver), 오디오슬레이브(Audioslave) 등 여러 하드록의 장인들이 스쳐 지난다. ‘제플린(Zeppelin)’처럼 노골적으로 레퍼런스를 거론하는 곡도 보인다. 어쨌거나 좋다. 개인적으로 하드록 음반의 완성도는 보컬의 역량, 연주의 합, 개별 트랙의 매력, 앨범을 관통하는 맥을 종합해 결정된다고 굳게 믿는다.

그럼 [Attraction Between Two Bodies]는 어땠는가. 답부터 말하자면 그 모든 조건을 만족시킨 음반이었다. 정통파의 기운을 일깨우는 오프닝 트랙 ‘Artificial’과 맹렬하게 다가서는 ‘시대정신’의 위용은 압권이라 할 만하다. ‘Matador’, ‘ESC’ 등 날이 바짝 선 트랙들에 이르면 음반의 밀도는 더욱 높아진다. 건조한 ‘국면전환’은 아주 마음에 쏙 든다. 무엇보다 ‘조율’이 잘 되었다는 인상이 강하다. 끝까지 출력을 유지하며 흐지부지되지 않았던 록 음반을 최근 발매된 국내 음반에서 만나보는 일이 흔했는가.

각 파트에 주목해보면 더 분명해진다. 박근홍의 보컬엔 그 어느 때보다 자신감이 흐르며, 강대희의 드럼은 그 어느 때보다 여유롭다. 장혁조의 베이스라인은 두말할 나위 없이 든든하며, 기타의 무게감 또한 밴드의 정체성을 확인시키기에 충분하다. 악기들은 정확히 밀어낼 시점과 끌어당길 시점을 알고 있다. 노련하다. 이것이 밴드의 힘이자, 하드락의 힘이다. 섣불리 “록이 죽었다”고 일갈하는 호사가들의 입을 다물게 만들 쾌작이다."
14,RANDOM,이진아,반짝이는 그녀의 감성,"재생목록에서 랜덤 재생하기를 눌렀을 때 흘러나오는 노래가 내 취향일 확률은 얼마나 될까? 우연히 관심 없던 새로운 장르에 눈을 뜨게 되고, 이를 통해 깨달은 편견의 오류를 바탕으로 시작된 이진아의 앨범 [RANDOM]은 엉뚱하고 귀여운 이진아만의 감성으로 가득 차있다.

모든 것에 편견을 가지지 말고 조화롭게 세상을 바라보자는 타이틀곡 'RANDOM'부터, 천천히 가도 괜찮다고 위로하며 어깨를 토닥토닥 두드려주는 '계단', 옛 연인에 대한 그리움과 추억을 떠올리게 하는 '별것도 아닌 일', 사랑에 빠진 이의 사랑스러운 고백 같은 노래 'Everyday', 잡힐 듯 잡히지 않는 꿈에 대한 아쉬움과 한숨을 이야기하고 있는 '어디서부터', 너와 함께 떠났던 여행의 기억을 속삭이는 '밤, 바다, 여행', 그리고 행복한 오늘을 살아가자는 '오늘을 찾아요'까지, [RANDOM]에는 모든 이가 한 번쯤 겪어봤을 법한 생각에 대한 기록들로 가득하다.

이진아 특유의 사랑스러운 목소리와, 누구나 쉽게 공감하고 들을 수 있을만한 가사의 만남은 마음에 평온한 위안을 준다. 특히 현재나 미래에 대한 걱정으로 밤잠을 지새우는 이들에게 이번 앨범을 적극 추천한다. 오늘만큼은 이진아의 노래를 자장가 삼아 포근한 밤을 보내길 바란다."
15,Revival EP,Jackie's Boy(재키스 보이),"팝의 여왕 마돈나부터 케이팝 열풍의 주인공 엑소까지, 월드스타가 찾는 히트메이커!","재키스 보이(Jackie's Boy)는 히트 메이커이자 싱어송라이터인 카를로스 베티(Carlos Battey)의 솔로 프로젝트이다. 어렸을 때부터 자신의 고향인 조지아 주 서배너에서 버스킹하며 꿈을 키워갔던 그는 형제과 함께 재키 보이즈(Jackie Boyz)라는 팀을 구성하여 2009년부터 활동하였다. 이들은 커리어 시작과 동시에 팝씬의 주목을 받게 되는데, 특히 2011년 릴 웨인이 피처링한 마돈나의 곡 'Revolver'의 리믹스로 그래미 어워드 베스트 리믹스 상을 수상했으며, 그 외에 4번의 그래미 후보에 오르기도 했다. 또한 1800만 앨범이 팔린 곡의 작곡가로서, 명실상부 팝씬의 히트메이커로 거듭났다.

어렸을 때 어머니의 카세트 테이프를 듣으며 음반을 접한 그는 마이클 잭슨, 프린스, 플리트우드 맥 등의 영향을 받아 자신만의 프로그레시브 소울 사운드를 만들어갔고, 모던한 에너지를 가진 알앤비 사운드를 완성했다. 작곡가로서 그가 작곡한 플로 라이다의 'Sugar'는 빌보드 HOT 100 차트 5위를 기록했으며, 션 킹스턴의 'Eenie Meenie (feat. Justin Bieber)'는 빌보트 HOT 100 차트 15위를 기록했다. 이외에도 크리스 브라운의 'Graffiti', 만(Mann)의 'Buzzin', 조니 길의 'This Ones For Me And You (New Edition)', 찰리 윌슨의 'Im Blessed' 등이 빌보드에 이름을 올리며, 화려한 이력을 자랑하며 히트메이커로서의 면모를 여실히 드러내고 있다. 더욱이 최근 엑소(EXO)의 '너의 손짓'과 갓세븐(Got7)의 'Just Right', 아이콘(iKON)의 '솔직하게 (M.U.P)'를 작업하며, 국내에서도 자신의 존재감을 확실히 드러내고 있다.

[Revival EP]는 그간 수많은 명곡을 만들어온 히트메이커, 재키스 보이의 EP로, 그간 주로 작곡가로 활동하던 그가 솔로 아티스트로서 새로운 시작을 알리는 작품이다. 알앤비와 힙합, 프로그레시브를 조화한 감각적인 사운드를 들려주고 있는 이번 작품은 카를로스 베티가 2016년 턱에 종양을 제거하는 대수술을 받고 구강 마비가 와서 솔로아티스트로서 활동을 포기할 뻔했던 사건을 겪고 나서 음악과 새 삶에 대한 감사와 축하를 담아내었다. 이번 작품의 시작을 여는 곡 ‘All Summer Long (feat. TyRo)’는 여름에 어울리는 청량한 일렉트로닉 사운드에 부드러운 알앤비가 조화되어 감각적인 사운드를 들려주며, ‘Dubai (feat. TyRo)’는 이국적인 사운드를 더해 독특하면서도 캐치한 사운드를 만들어내었다. 또한 ‘Mad Love’에서는 진정성이 느껴지는 부드러운 소울로 리스너를 사로잡는다."
16,Best Of 50 Cent,50 Cent(피프티 센트),갱스터 랩 부활의 주인공 피프티 센트의 전성기를 압축한 앨범,"피프티 센트(50 Cent)의 출현은 갱스터 랩 부흥의 신호탄으로 여겨진다. 새천년에 즈음해 힙합이 다시 격한 언사를 휘두른 중요한 발화점으로 통한다. 투팍(2Pac)과 노토리어스 비아이지(The Notorious B.I.G.)의 갑작스럽고도 비극적인 사망으로 힙합 신에는 래퍼들 간의 비난과 무모한 싸움을 멈춰야 한다는 자성의 목소리가 번지기 시작했다. 이에 따라 한때 화산활동을 방불케 했던 갱스터 랩의 열기도 빠르게 식어 갔다. 그렇게 갱스터 랩은 1990년대 후반에 진입하면서 주류 차트에서 물러났다. 하지만 1999년 피프티 센트의 데뷔 싱글 'How To Rob'이 출시되자 여러 매체가 갱스터 랩의 귀환을 점쳤다. 노래가 워낙 강렬했기 때문이다.

조금 유하게 서술하면 '열혈 힙합 전사의 왕림' 정도가 적당하겠다. 엘엘 쿨 제이(LL Cool J) 등이 주연한 영화 <인 투 딥 (In Too Deep)>의 사운드트랙이기도 한 'How To Rob'에서 피프티 센트는 무려 40여 명이나 되는 힙합, R&B 뮤지션을 도발했다. 빅 펀(Big Pun)은 도둑질을 당해도 너무 뚱뚱해서 자기를 못 잡는다며 약 올리고, 올 더티 배스터드(Ol' Dirty Bastard)는 건드릴 가치도 없다면서 대놓고 무시한다. 그냥 닥치는 대로 사뿐히 지르밟고 간다. 동료 래퍼 매드 래퍼(The Madd Rapper)가 담당한 훅을 통해서 ""이건 진담이 아냐. (This ain't serious.)”라고 밝혔지만 노래의 제물로 나타난 인물들은 발끈하지 않을 수 없었다. 피프티 센트는 거친 말을 메인으로 하는 갱스터 랩 부활의 도화선이 되기에 충분했다.

이처럼 사나운 가사를 쓰게 된 것은 그가 살아온 배경이 설명해 준다. 1975년 커티스 제임스 잭슨 3세(Curtis James Jackson III)로 뉴욕의 빈민가에서 태어난 피프티 센트의 삶은 어두움 자체였다. 열다섯 살에 그를 낳은 어머니는 자식을 먹여 살린다고 거리로 나가 마약을 팔았다. 하지만 비정상적인 경제활동은 참담한 결과를 예비하고 있었고 어머니는 1983년 약에 취한 상태로 집에서 사망했다. 할머니와 살게 된 피프티 센트는 어머니가 그랬던 것처럼 10대에 들어서기가 무섭게 마약상으로 지냈다. 고등학교 재학 시절에는 마약과 불법 총기 소지로 검거되는 등 일찍이 범죄자 낙인이 찍혔다. 이때부터 그는 뉴욕 출신의 유명한 도둑 켈빈 마틴(Kelvin Martin)의 별명을 자신의 예명으로 사용한다. 켈빈 마틴은 누군가의 돈을 훔칠 때 액수에 상관없이 털어 '피프티 센트'라는 별명이 붙었다. 피프티 센트 역시 삶을 이어 나가기 위해 어떤 일이든 불사하겠다는 다짐으로 현재의 이름을 택한 것이다.

삶을 건사하기 위해 최종적으로 고른 수단은 다행히 음악이었다. 20대에 접어든 피프티 센트는 친구들과 랩을 하며 음악과 가까이 지냈다. 얼마 뒤 친구로부터 런-디엠시(Run D.M.C.)의 멤버 잼 마스터 제이(Jam Master Jay)를 소개받아 그에게 비트를 만드는 방법을 배웠다. 피프티 센트는 1998년 힙합 그룹 오닉스(Onyx)의 'React'에 객원 래퍼로 참여하며 뮤지션 경력을 시작했다. 이후 프로듀서 팀 트랙마스터즈(Trackmasters)와 연계해 데뷔 음반 [Power Of The Dollar]를 제작했다. 하지만 2000년 5월 괴한의 습격을 받아 아홉 발의 총상을 입는 큰 사고를 겪는다. 기적적으로 살아났으나 당시 그와 계약했던 <콜럼비아 레코드(Columbia Records)>가 계약을 파기함으로써 앨범 발매는 무산되고 말았다. 음악계에서도 험난함은 끝나지 않는 것만 같았다.

위기는 또 다른 기회였다. 건강을 회복한 피프티 센트는 기존에 만든 노래들과 신곡을 취합해 2002년 비정규 앨범 [Guess Who's Back?]을 선보였다. 힙합 애호가들은 사나운 가사에 열광했다. 죽음의 문턱에서 되돌아온 경험담은 신화처럼 빠르게 퍼져 나가며 피프티 센트를 더욱 유명하게 만들었다. 그의 일화와 노래를 접한 에미넘(Eminem)과 닥터 드레(Dr. Dre)가 선뜻 프로듀서로 나서 준 덕분에 피프티 센트는 2003년 꿈에 그리던 정규 1집 [Get Rich Or Die Tryin']을 취입하게 된다. 앨범은 닥터 드레와 에미넘이 감독을 맡았다는 점과 탄탄한 음악을 앞세워 큰 성공을 거뒀다. 피프티 센트의 신분은 슈퍼 루키에서 신흥 거물로 순식간에 상승했다.

피프티 센트의 행보는 거침이 없었다. 데뷔 앨범이 발표한 해에 미국 내에서 600만 장의 판매량을 돌파한 데 이어 2005년 출시한 2집 [The Massacre]가 그해 500만 장 넘게 팔렸다. 앨범마다 히트 싱글이 세 편씩은 나왔다. 그의 노래들은 세계 곳곳의 차트와 클럽을 활발히 누볐다. 피프티 센트는 2003년에 열린 빌보드 뮤직 어워드에서 '올해의 앨범'을 포함해 자그마치 여섯 개 부문을 휩쓸었다. 이를 시작으로 이후에도 유수의 시상식에서 다수의 트로피를 수중에 들였다. 피프티 센트는 대중음악계의 명실상부한 슈퍼스타로 자리 잡았다. 이 시절의 화려한 면면을 이번에 선보이는 컴필레이션 앨범 [Best Of 50 Cent]가 충실히 전달한다. 팬들에게는 기쁜 소식이 아닐 수 없다.

앨범의 들머리는 [Get Rich Or Die Tryin']의 리드 싱글 'In Da Club'이 장식한다. 본인이 이제 잘나가는 인물이 됐음을 알리는 이 노래는 2003년 빌보드 싱글 차트 정상을 밟았으며 이듬해 열린 그래미 어워드에서 '최우수 랩 송', '최우수 랩 솔로 퍼포먼스 (남성)' 부문 후보에 올랐다. 이 노래를 통해 피프티 센트는 특유의 느긋하면서도 묵직한 플로를 유감없이 선전하게 됐다. 일반적이지 않은 내용의 질문들로 갱스터의 삶과 연인을 향한 사랑을 녹여낸 '21 Questions'와 광란의 파티를 부르짖는 2집의 리드 싱글 'Disco Inferno', 남녀의 육체적 사랑을 화끈하고 적나라하게 얘기하는 'Candy Shop'은 각각 빌보드 싱글 차트 1위와 3위, 1위를 기록함으로써 피프티 센트의 승승장구를 도왔다. 이 노래들은 특히 클럽에서 번번이 울려 퍼져 피프티 센트를 클럽의 지휘자로 여기게 만들었다.

피프티 센트는 연기자와 영화 제작자로서도 왕성하게 활동 중이다. 2011년 브루스 윌리스(Bruce Willis)와 나란히 주인공을 차지한 <셋업 (Setup)>, 니콜라스 케이지(Nicolas Cage), 존 큐잭(John Cusack) 같은 걸출한 배우 사이에서도 존재감을 나타낸 2013년 영화 <프로즌 그라운드 (The Frozen Ground)> 등이 대표적이다. 영화인으로 불러도 어색하지 않을 피프티 센트가 배우로 첫발을 뗀 것은 2005년 자서전격의 영화 <겟 리치 오어 다이 트라인 (Get Rich or Die Tryin')>에 주연을 맡으면서부터였다. 영화는 간신히 손익분기점을 넘었으나 그가 부른 사운드트랙은 여유롭게 차트를 거닐었다. 산들산들한 루프를 앞세워 빌보드 싱글 차트 20위에 오른 'Window Shopper', 밸러리 심슨(Valerie Simpson)의 'Silly, Wasn't I?' 샘플로 감미로움을 연출하고 비즈 마키(Biz Markie)의 'Just A Friend'를 빌린 후렴으로는 흥겨움을 제공하며 빌보드 싱글 차트 35위에 안착한 'Best Friend'가 그 주인공이다. (글: 한동윤, 대중음악 평론가)"
17,Affection,Lisa Stansfield(리사 스탠스필드),"영국 알앤비 싱어송라이터, 리사 스탠스필드의 데뷔작 [Affection] (1989.11.20)","영국의 알앤비/소울 음악은 미국과 비교해 좀 더 실험적인 경향을 보인다. 이런 모습들이 미국에 향을 줘 새로운 흐름을 만들어 내는 모습은 눈여겨 볼만 한다.

영국의 여성 알앤비 싱어송라이터 리사 스탠스필드(Lisa Stansfield)의 [Affection] 역시 새로운 흐름을 만든 앨범이다. 그의 데뷔 앨범이기도 한 앨범은 70년대의 소울/디스코 음악과 함께 80년대의 영국 클럽 씬에서 유행한 하우스의 요소를 담고 있다. 그의 대표곡 ‘All Around the World’가 앨범의 특성을 가장 잘 설명해주며, ‘This Is The Right Time’, ‘What Did I Do To You?’에서도 이러한 특징을 확인할 수 있다.

그는 당대의 최신 기술을 반영한 프로덕션에 베리 화이트(Barry White), 데니스 윌리암스(Deniece Willams)와 같은 소울 뮤지션들을 연상하게 되는 음악을 들려줬다. 잊고 있던 과거를 떠올리게 만든 그의 방식은 많은 아티스트들에게 영감을 주었고 이 역시 네오 소울의 흐름을 만들어내는 원동력이 된다. (글: 최다현)"
18,Rhythm Nation,Janet Jackson(자넷 잭슨),자넷 잭슨의 뉴잭스윙! [Janet Jackson’s Rhythm Nation 1814] (1989.11.19),"자넷 잭슨의 전환점은 [Control]이었다. 프린스가 이끌었던 미네아폴리스 사운드와 힙합을 접목한 앨범이다. 많은 이는 이 앨범을 두고 뉴잭스윙의 출발점으로 본다. 맞는 말이다. 하지만 그렇다고 해서 그 앨범이 온전한 뉴잭스윙 앨범이라고 하기엔 어려운 부분이 많다.

반면, 이어서 1989년에 발표한 [Janet Jackson's Rhythm Nation 1814]는 완벽한 뉴잭스윙 앨범이다. 시기적으로도 뉴잭스윙이 본격적으로 자리를 잡았고, 자넷 잭슨 본인도 온전한 자기 스타일을 구축한 시점이었다.

전반적으로 이 앨범은 [Control] 때보다 더 강렬한 사운드를 내세우고 있다. 'Love Will Never Do (Without You)'에선 아름다운 멜로디와 둔탁하고 강렬한 드럼이 어떻게 조화할 수 있는지를 잘 보여준다. 이 앨범으로 자넷 잭슨은 뉴잭스윙의 정점을 경험했고, 90년대부터는 이를 기반으로 한 댄스 팝을 선보이기 시작했다. (글: 류희성)"
19,Attitude,Troop,"80년대 알앤비 씬의 스타 그룹, 트룹! (1989.10.13)","어린 시절부터 친구로 지낸 이들로 구성된 뉴잭스윙 그룹 트룹(Troop)은 ‘타인에 대한 완벽한 존경 (Total Respect of Other People)’의 줄임말이다. TV 오디션 프로그램에서 주목을 받은 뒤 레이블과 계약을 맺었으며, 1988년에 발표한 셀프타이틀 앨범 [Troop]으로 알앤비 씬의 스타로 떠올랐다. 전형적인 초기 뉴잭스윙 곡 ‘Mamacita’, 다섯 멤버들의 음성을 아름답게 조화시킨 ‘My Heart’가 각각 알앤비 차트 2위와 9위에 올랐다.

이어서 발표한 [Attitude]는 전체적인 사운드를 힙합 쪽으로 가까이 간 작품이다. 단순히 사운드만이 아니라, 멤버들의 랩 비중도 크게 늘렸다. 드럼머신 소리와 멜로디를 동시에 강조한 ‘Spread My Wings’와 컨템포러리 알앤비 어법으로 재해석한 잭슨 파이브(The Jackson 5) 원곡의 ‘All I Do Is Think Of You’가 모두 알앤비 차트 넘버원에 올랐다. 이후, 90년대에도 활동했으나 [Attitude]의 성공을 재현하지는 못했다. (글: 류희성)"
