,album links,album titles,artists,review titles,reviews
10,20347731,Dear Schubert,신현필 & 고희안,"재즈와 클래식의 만, 신현필 & 고희안의 [Dear Schubert]","재즈 탄생에 클래식이 무관하지 않고 존 루이스와 자크 루시에 같은 피아니스트는 바흐의 곡을 1950년대부터 연주했다. 그런데 자유로운 재즈와 격식 있는 클래식의 만남은 호불호가 있는 편이다. 재즈와 클래식 두 마리 토끼를 모두 잡으려다 한 마리도 못 잡는 경우가 그만큼 많다. 그야말로 잘해도 본전 찾기 쉽지 않은 프로젝트가 클래식을 재즈로 해석하는 것이다. 그래서 이런 작업을 꾸준히 시도하는 색소포니스트 신현필과 피아니스트 고희안은 듀오 프로젝트에 애정이 많다. 2년 전 쇼팽 곡을 연주한 [Dear Chopin]에 이어 이번에는 오스트리아에서 태어난 천재 작곡가 슈베르트의 다양한 음악으로 재즈로 해석한 [Dear Schubert]를 발표했다.

슈베르트는 31년이라는 짧은 생을 살았지만 가곡, 오페라, 실내악, 교향곡 등 천여 곡을 남겼다. 고전주의를 완성하고 낭만주의로 변화를 이끈 베토벤의 정신과 음악으로 가장 잘 이어받은 작곡자로 작곡으로만 생계를 유지하는 최초의 전업 작곡가로 인정받고 있다. 19세기 초에 활약한 낭만파 작곡가였으니 100년만 늦게 태어났다면 미국에 이주한 유대인의 활약이 대단했던 틴팬엘리 시대 작곡가로 큰 성공을 거두었으리라 본다.

총 10곡의 익숙한 슈베르트 곡을 만날 수 있는데 첫 곡 ‘Die Forelle D.550’은 가장 유명한 가곡 ‘송어’이다. 친근한 선율은 언제 들어도 푸근하고 정겹다. 특히 신현필의 테너 색소폰은 성악가처럼 탄탄한 소리를 내는데 중반에 등장하는 즉흥연주는 물속을 헤엄치는 송어처럼 자유롭다. ‘Fantasie in F Minor D.940’은 슈베르트의 이루지 못한 사랑 이야기를 담고 있는 ‘네 손을 위한 환상곡’이다. 드라마 <밀회>에서 김희애와 유아인이 함께 연주하면서 유명해진 곡으로 먼저 사랑을 고백한 캐롤라인을 받아들이지 못하고 평생 독신으로 살다 간 슈베르트가 사망하기 6개월 전에 만든 곡이다. 모던한 인트로 후 격정적인 연주가 인상적이다.

가을과 너무나도 잘 어울리는 ‘Arpeggione Sonata D.821’은 첼로와 피아노로 주로 연주되는 곡으로 신현필과 고희안은 원곡의 느낌을 최대한 살려 연주한다. 가곡의 왕답게 ‘겨울 나그네’, ‘마왕’, ‘백조의 노래’를 들을 수 있다. 마지막 곡 ‘아베마리아’는 의외로 템포 연주되어 슈베르트의 일생을 꼭 비극적으로만 보지 말자는 아티스트의 생각이 전해진다. 아쉬운 건 교향곡 8번 ‘미완성’이 없다는 거 뿐이다. 벅스가 선정한 2020년 9월 이달의 앨범 선정 작품."
11,20347074,Let Me Dive Into This Moment,이루리,"청량하면서도 그루브한 시그니처 사운드, [Let Me Dive Into This Moment]","바이 바이 배드맨(Bye Bye Badman)의 베이스 연주자로 잘 알려진 싱어송라이터 이루리가 2년 만에 선보이는 EP다. 2년 만이라고는 하지만 이루리는 자신을 리더로 한 밴드 서울문(Seoulmoon)과 이성경X이루리 듀오를 병행하면서 왕성한 창작력을 보여주고 있는데, 주목할 것은 그러한 일련의 활동을 통해 매우 다재다능한 음악성의 차별화된 캐릭터를 소화해내고 있다는 점이다. 김혜미(24아워즈), 신혜미(챔피언스)와 함께 한 트리오 서울문에서는 팀명처럼 시티 팝적인 감성의 청량한 사운드의 매력을 선보였으며, 이성경과의 듀오에서는 순수하고 솔직담백한 정서의 인디 팝으로 따스한 위로를 전했다.

솔로 활동을 통해서는 작사와 작곡, 연주와 편곡, 프로듀싱을 도맡아 해내는 멀티 플레이어로서의 역량을 유감없이 발휘한다. 묵직한 드라이브 톤의 기타와 복고적인 신스 사운드의 조화가 인상적인 무드를 연출하는 ‘Dive’와 서정적이고 영롱한 매력의 신스 팝 발라드 ‘노을 속에서’, 리드미컬하고 그루브한 베이스 연주 실력을 뽐내는 ‘순간 속에서’와 청량하고 멜로디컬한 감성의 모던 락 발라드 ‘Ashby Road’ 등 각 트랙마다 스타일리쉬하고 다채로운 편곡, 섬세한 퀄리티의 완성도가 돋보인다.

신스 팝과 모던 락의 경계를 자유롭게 넘나드는 청량하면서도 그루브한 시그니처 사운드, 무심한 듯 시니컬한 매력의 보컬은 바이 바이 배드맨의 그늘에서 독립한 이루리 만의 스타일과 정체성을 공고히 한다. 벅스가 선정한 2020년 9월 이달의 앨범 선정 작품."
12,20345834,The Sandwich Artist,담예(DAMYE),아티스트로서의 존재감을 높인 담예의 [The Sandwich Artist],"음악계에는 일종의 거대한 담론을 잘 담아내는 아티스트가 있는가 하면, 소소한 일상의 단면을 디테일하게 잡아낼 줄 아는 아티스트가 있다. 싱어송라이터이자 래퍼, 담예(DAMYE)는 따지자면, 후자에 해당한다. 2019년, 인상적이었던 데뷔작 [LIFE'S A LOOP]을 통해 다소 거창한 주제인 삶과 번민에 관해 논하던 그가 이번엔 알바생과 아티스트란 중첩된 정체성으로부터 비롯된 이야기를 풀어놓았다. 무엇보다 퍼포먼스와 프로덕션의 성공적인 변화가 눈에 띈다.

전작에서도 막 첫 작품을 낸 신예답지 않게 탄탄한 완성도와 감각이 돋보였지만, [The Sandwich Artist]에선 노래 보컬의 비중을 늘리고 알앤비, 훵크에 좀 더 투신하면서 뚜렷한 색깔까지 챙겼다. 담예를 비롯한 참여 세션들의 연주가 탁월하며, 이를 하나로 엮어서 전달하는 사운드 또한, 한국 블랙뮤직 앨범 중 손꼽을만하다. 한편, 주제에 따라 서사의 범위는 전보다 좁아졌지만, 이야기의 밀도는 높아졌다. 공간적으로는 생계해결의 장소인 샌드위치 가게와 퇴근 후의 버스와 집을 오간다. 그리고 이를 배경으로 아르바이트를 하며 겪은 웃기고 씁쓸한 상황, 다른 알바생을 사랑하며 생긴 설렘, 가족과의 일화 등이 때론 가볍고 위트 있게, 때론 진중하고 무거운 무드로 펼쳐진다.

특히, 단 넉 줄의 가사로 퇴근길의 고단함을 절묘하게 묘사한 '퇴근길'에 이어 사랑하는 가족의 화기애애한 모습에서 떠올린 과거의 트라우마와 현재의 심경을 토로하는 '세 가족'으로 이어지는 라인은 적잖은 울림을 준다. 여전히 담예의 인지도는 미미하지만, 본작을 통해 아티스트로서의 존재감은 확실히 높아졌다. 그는 한국 힙합, 알앤비 씬을 통틀어 ‘제대로 된 앨범을 만들 줄 아는’ 몇 되지않는 신예다. 벅스가 선정한 2020년 9월 이달의 앨범 선정 작품."
13,20342491,OCEAN,SURVIVE,한 인물의 성장 스토리 같은 앨범,"[OCEAN]의 소리는 새로운 것을 제시하려 노력했다기보다, 1994년생 김동건이란 인물이 살면서 지금까지 영향받은 것, 표현하고 싶었던 것들에 대한 소리의 나열이다. 이 말을 다르게 표현하자면, 전자음악에서 듣기 익숙한 것들이 공존하나, 그 만듦새가 결코 따라가기에 급급하지 않고, 자기만의 시선으로 충분히 해석한 작품이란 얘기다. 7곡이 수록된 이 앨범은 일렉트로닉을 정조준해놓지만, 스타일의 범위는 꽤 넓다.

‘Hunger’에선 신시사이저와 베이스를 움켜잡으며 그루브를 발산하고, ‘Bell’에선 잠시 밴드로 이동하더니, ‘Ocean’, ‘All I Can Do’에선 댄스 본능을 마음껏 뽐낸다. 그러다 마지막 트랙 ‘Depths’에선 포터 로빈슨(Porter Robinson)을 대동하며 이야기를 마무리 짓는다. [OCEAN]은 결국 이렇게 느껴진다. 2010년대에 전자음악씬을 쥐락펴락한 일부 영웅들에 대한 SURVIVE만의 답례.

그들 덕분에 내가 잘 듣고 자랐고, 그 영양분을 받아 이제 이런 음악들을 펼치고, 정리해보겠다는 자세. 그래서 한 인물의 성장 스토리를 들은 것 같은 기분을 전달한 이 앨범은 재생이 끝났을 때 남다른 여운을 남긴다. 벅스가 선정한 2020년 9월 이달의 앨범 선정 작품."
14,20336682,"""그랬고, 그렇게 언제나""",텔레플라이(Telefly),"락 음악에 대한 무한한 동경, 텔레플라이의 [""그랬고.그렇게 언제나""","멋진 앨범이다. 블루스에 대한 애정, 사이키델릭을 향한 향수가 있다. 1960~70년대 락 음악에 대한 무한한 동경이 담겼다. ‘본질이란 시간의 흐름에서 벗어나 있음’을 역설이라도 하는 것 같다. 마음먹고 과거를 현시제로 가져온 작품이다. 그게 뭔 대수냐 싶겠지만, 텔레플라이의 행보를 거슬러 올라가 보면 된다. 크림(Cream)과 존 메이올 앤드 더 블루스브레이커스(John Mayall & the Bluesbreakers)에 대한 존경을 노골적으로 표출한 [Ultimate Psychedelic](2013), 동양 사상을 잔뜩 취한 기타로 따라간 [무릉도원](2016)은 밴드의 사운드적 일관성을 잘 보여준다.

[“그랬고, 그렇게 언제나”]라는 제목은 그 일관성에 대한 강조다. 텔레플라이의 한 페이즈(phase)를 결산하는 작품이다. 시간이 흐르는 동안 사운드는 깊어졌다. 김인후의 솔로엔 여유가 실렸다. ‘주책없는 눈물’은 그 대표적인 트랙이라 할 만하다. 블루스와 클래식 락, 옛 가요의 감수성이 혼재된 ‘그림자’도 반드시 언급해야 하는 곡이다. 2분 30초 이후부터의 몰아치기가 압권. 유니크한 리듬으로 몰입감을 높이는 타이틀 트랙 ‘워크맨’은 심혈을 기울인 트랙이다. 1970년대 사이키델릭이나 프로그레시브 락을 오마주한 것 같은 김수환의 플루트 연주가 그윽하다.

ABTB [daydream] 리뷰에서도 썼지만 레퍼런스를 느끼게 할 참이면 이렇게 대놓고, 제대로 하는 게 낫다. 김인후의 보컬은 하나의 배경처럼 저 뒤편에 자욱하게 깔린다. 좀처럼 전면에 나서지 않는다. 그런데 앨범을 듣고 있으면 그게 더 매력적이다. 여운은 쉽게 사라지지 않는다. 아, 음악도 음악이지만 LP 커버 디자인이 너무 아름답다. 벅스가 선정한 2020년 7월 이달의 앨범 선정 작품."
15,20318836,Cheers For The Failures,메스그램(Messgram),정교한 연주의 합과 세련된 편곡이 돋보이는 작품,"밴드 메스그램의 첫 풀렝스 앨범이다. 그간 메스그램을 오래 지켜봐 온 사람으로서 꼭 정규 풀렝스 데뷔작을 듣고 싶었다. EP [This Is A Mess, But It's Us](2014), [Eternal Craving](2016)에서 가능성을 본 탓이었다. 메스그램은 포스트 하드코어, 뉴 메탈, 이모코어, 얼터너티브 락을 개성 있게 비빈 음악을 추구한다. 장엄하게 터지는 인트로, 적재적소에 활용되는 신스, 클린 보컬과 그로울링의 결합, 드라마틱한 곡 구조. 도식적일 수도 있지만 어차피 이 장르는 그 도식을 통한 음악 퀄리티가 승부의 키다. 이번에 메스그램은 훌륭한 재료 배합과 깔끔한 조리로 일보 전진했다.

1집 [Cheers For The Failures]는 좋은 예시이다. 정교한 연주의 합과 세련된 편곡이 돋보이는 작품이다. 수록곡이 증명한다. 타이틀 넘버 ‘Karma’은 확실한 스텝 업이다. 박자를 타고 넘는 지영의 보컬과 기타 그루브는 우리를 2000년대 초반 뉴 메탈 전성기로 잠시 돌려보낸다. 트렌디한 사운를 들려주는 ‘Purgatory’, 마이 케미컬 로맨스(My Chemical Romance)풍 이모코어 감성을 잔뜩 품은 ‘Rockstars' 등은 첫 청취만으로 귀를 붙든다. 그로울링과 클린 보컬의 조화가 살짝 어색하다는 생각도 있지만, 그 부분을 차치하고도 제대로 만들어진 멜로디임엔 틀림없다. 그럼에도 앨범 최고의 곡은 ‘Signal’이다.

환상적인 인트로-힘을 뺀 채 곡에 녹아드는 보컬-버스(verse)와 코러스(chorus)의 맞물림이 돋보이는 이 트랙은 라이브에서 더 위력을 발휘할 수 있을 것이다. 모던 헤비니스 밴드의 위용을 선보인 ‘Little But Fierce’도 간과할 수 없다. 이들은 본질을 잃지 않으면서도 대중성을 잡아냈다. [Cheers For The Failures]을 들으면 알게 된다. 여기서 더 나아가는 모습을 보고 싶다. 어쩌면 우리는 지금 또 하나의 미래를 마주하고 있는지도 모른다. 벅스가 선정한 2020년 5월 이달의 앨범 선정 작품."
16,20337864,1,Deadbuttons (데드버튼즈),성공적인 데드버튼즈의 변신,"‘1’은 새로운 시작과 독립된 개체 데드버튼즈를 의미한다. 2인조로 출발했던 데드버튼즈는 4인조 밴드로 덩치가 커졌다. 건반 주자와 베이시스트의 영입으로 더 전형적인 밴드 포맷에 가까워졌다. 보다 섬세하고 정교한 연주가 가능해졌다. 그러니 ‘새출발’이다. ‘락 위기’라는 세간의 논쟁은 필요 없다는 독립 선언이다. 저 트랙리스트가 익숙한 사람이 있을 것이다. ‘Witch’, ‘Hangover’, ‘Bloom’, ‘Hide And Seek’ 등등. 모두 예전에 발표된 곡들을 재편곡하고 매만진 버전이다.

의문이 생길 법하다. 굳이 왜 기존 곡들로 채운 것인가? 귀찮아서인가? 하지만 트랙을 다 들어보기 전까진 그런 질문을 유예해 두자. 앨범이 끝나면 결론은 나올 것이다. 충분히 납득할 만하다고. 꽤 괜찮은 시도였다고. 수록곡들은 공연을 통해 조금씩 세공되었고 현재의 모습으로 완성되었다. 말하자면 이것은 ‘곡 탄생’의 기록이자, 데드버튼즈라는 밴드가 진보해 온 과정을 적나라하게 보여주는 아카이브다. 솔직한 연대기다. 데드버튼즈는 공연장을 찾고 CD를 구입했던 팬에게 먼저 인사를 건네고 싶었다.

그게 이 곡들이 신보 형식을 빌려 다시 녹음된 이유다. 무엇보다 외피를 바꾼 트랙을 직접 확인하는 재미가 있다. 거친 거라지 펑크였던 ‘Bloom’은 더 화려한 기타 연주와 함께 환골탈태했다. MC5를 소환했던 무자비한 노래 ‘Witch’는 한결 여유가 넘치는 곡으로 변모했다. 가장 획기적인 칼질이 가해진 곡은 ‘Hide And Seek’. 2분이 추가되어 6분이 넘는 에픽이 되었고, 더 블루지하면서도 몽환적인 곡이 되었다. 전체적으로 봤을 때 힘이 빠져 절제가 빛나는 순간들이 눈에 띈다.

그만큼 나이를 먹고 경험이 쌓인 탓이리라. 물론 절제했다고 다 좋은 앨범은 아니다. 하지만 [1]을 세 번 들은 지금, 데드버튼즈의 변신은 성공적이었다고 말하고 싶다. 눈치 따윈 보지 않는 고집이 중심에 자리하고 있기 때문이다. 그간 데드버튼즈를 사랑해왔던 사람이라면 잴 것 없이 집어 들면 된다. 벅스가 선정한 2020년 8월 이달의 앨범 선정 작품."
17,20339073,미술관,Lofibaby(로파이베이비),다음 여정을 기대하게 하는 Lofibaby(로파이베이비)의 [미술관],"프로듀서 조(Zo)와 싱어송라이터 세이(Say)의 일렉트로닉 팝 듀오 로파이베이비는 음악과 다양한 예술 분야와의 융합을 통한 자신들만의 독창적인 음악 세계를 선보이면서 주목을 받고 있다. 단편 소설과 음악, 전시회 형식의 공연을 결합한 창의적인 기획으로 호평을 받았던 데뷔 엘범 [N] 이후 2년 만에 공개된 신작 [미술관]은 제목처럼 미술관을 테마로 새롭고 흥미로운 이야기들을 풀어낸다.

각 챕터를 소개하는 안내말 격인 ‘도슨트’와 이어지는 다양한 미술 기법의 명칭을 차용한 노래들의 유기적인 전개와 구성은 미술관이라는 공간을 차례대로 관람하는 듯한 시각적인 상상을 불러일으킨다. 더욱 흥미로운 것은 각 트랙들이 그 미술 기법의 특징을 대변하는 노랫말과 음악 스타일로 차별성을 꾀하고 있다는 점인데, 이러한 청각적 감흥과 시각적 상상력을 조화하려는 시도는 전작보다 한층 섬세하고 용의주도한 창작력이 드러나는 대목이다.

사랑에 대한 복잡다단한 감정의 변화를 다양한 음악적 기법으로 표현한 ‘스크래치’와 ‘데칼코마니’, ‘크로키’로 이어지는 전반부가 특히 인상적이며, 사랑의 아름다움을 노래한 풍경화 같은 발라드 ‘수묵’과 ‘수채’의 사뭇 결이 다른 감성의 표출, 앨범의 서사와 음악 스타일을 절묘하게 훑어내는 클로징 트랙 ‘콜라주’의 마무리도 훌륭하다.

일렉트로닉과 알앤비 사이에서 좀 더 과감한 장르적 시도로 나아가지 못한 점은 다소 아쉽지만, 미술관이라는 컨셉트의 구현에 충실한 앨범의 흠잡을데 없는 완성도는 더욱 다양한 예술 영역으로 확장하고 발전해나갈 이들 듀오의 다음 여정을 기대하게 한다. 벅스가 선정한 2020년 8월 이달의 앨범 선정 작품."
18,14632449,The Universal Want,Doves(도브스),10년이 지나서야 빛을 보게 된 도브스의 새 앨범,"단 한 번의 미끄러짐도 두고 볼 수 없는 완벽주의자들이 있다. 예술가라면 모두 완벽주의자라 할 수 있다. 하지만 그중에서도 결벽증 환자에 가까운 완벽주의자들은 따로 있다. 꾸준히 도브스의 음악을 들어온 사람이라면 밴드를 그 명단에 집어넣는 것에 반대하지 않을 것이다. 도브스는 2009년까지 총 넉 장의 정규 앨범을 쏘아 올리며 포스트 브릿팝/드림팝/얼터너티브 락의 강자 자리를 놓치지 않았다.

1집 [Lost Souls](2000), 2집 [The Last Broadcast](2002)는 2000년대 락 명반 리스트에 심심치 않게 거론되는 작품이다. 3집 [Some Cities](2005), 4집 [Kingdom of Rust](2009)도 평작 보다 윗길이었다. 관점에 따라서는 수작으로 볼 수도 있는 작품군이었다. 곡들의 수준이 높았고, 그 완성도 또한 편차가 적었다. 그야말로 완벽주의자의 앨범이었다. 하지만 2010년부턴 신작 알림을 들을 수 없었다. 멤버들이 숨 돌릴 시기를 갈구했기 때문이었다. 레코딩과 투어로 이어지는 빡빡한 스케줄은 당사자들을 고통으로 내몰았다. 밴드는 과감한 휴식을 선포했다. 10년. 당초 생각보다 조금은 더 길어진 휴식이었다. 어느 날, 밴드는 SNS를 통해 신보 발매 소식을 전했다. 팬들은 목이 빠져라 기다렸다.

그로부터 다시 1년이 흐른 2020년 9월, 드디어 밴드는 통산 5집 [The Universal Want]를 시장에 내놓았다. 지금 우리가 듣고 있는 것은 시간측정의 한 단위(10년)가 지나서야 빛을 보게 된 도브스의 새 앨범이다. 미리 공개했던 ‘Carousels’부터 우리가 기대했던 도브스다. 멜랑콜리하고 몽환적인 그들만의 음악이다. ‘Broken Eyes’에선 의외로 밝은 사운드도 들을 수 있다. 성숙함의 표시다. 하지만 보다 도브스다운 트랙은 ‘For Tomorrow’처럼 두꺼운 벽과 같은 음악이다. [The Universal Want]는 가을에 어울리는 음악이다.

비애감을 자아내는 저 특유의 서정미를 그 누가 흉내 낼 수 있겠나. 저 완벽주의자들은 이번에도 하나의 모멘텀을 조성했다. 올해가 가기 전에 이 앨범을 듣지 않는다면 ‘귀중한 47분’을 놓치게 되는 셈이다. 벅스가 선정한 2020년 9월 이달의 앨범 선정 작품."
19,20337948,Live at Jazz First,고희안 트리오(KoHeean Trio),라이브로 꽉꽉 채운 고희안 트리오의 [Live at Jazz First],"(조금 과장해서 얘기하면) 누구나 음악을 듣지만, 누구도 음반을 사지 않는 시대이다. 다양한 방식으로 음악을 듣기 때문에 이제는 전통적인 앨범 발매는 아티스트나 제작자 모두 어느 정도는 희생을 감수해야 할 일이 되었다. 더군다나 대중적인 선택을 받기 쉽지 않은 재즈 아티스트의 정규작 발표는 신념과 확신이 없으면 불가능한 일이다. 그래서 세상의 빛을 본 재즈 앨범은 모두 소중하다는 생각을 다시 한번 해 본다. 특히 코로나19 시대에는 더.

재즈밴드 프렐류드를 오랫동안 이끄는 피아니스트 고희안은 프렐류드 안에서 다양한 시도를 하고 있다. 대중적인 선곡과 편곡, 국악과의 신선한 콜라보레이션 등 매번 주목을 받고 있다. 그러면서 재즈 피아니스트라면 한시도 놓칠 수 없는 재즈적인 시도는 자신의 피아노 트리오에서 보여주고 있다. 고희안 트리오로 발표한 앨범만 봐도, 표 내지 않지만 정말 욕심 많은 피아니스트란 것을 알게 된다. 2012년 재즈 스탠더드를 연주한 [Standards]를 시작으로 삼청동 146에서 가진 라이브 앨범 [Standards ll (Live)], 일기장 같은 소박한 3집 [A Land Of Blue Sky], 그리고 2집과 같은 곳에서 라이브로 녹음된 4집 [Dancing Without Moving>]지 거의 2년마다 앨범을 발표하고 있다.

신작 [Live at Jazz First]는 또 다른 기록을 남기는데 그가 2017년부터 꾸준히 펼치고 있는 일본 재즈 클럽 실황 작이다. 앨범을 발표할 때마다 일본으로 건너가 재즈 팬들을 만나고 있는데 지난 2019년 6월 30일 구마모토현 야츠시로에 있는 재즈클럽 ‘재즈 퍼스트’(Jazz First)에서 가진 실황을 담았다. 그동안 앨범 작업을 함께 한 레코딩 엔지니어도 함께해 고희안 트리오의 사운드를 완벽하게 재현해 팬들을 열광시켰다. 1집부터 함께 한 멤버 정용도(베이스)와 한웅원(드럼)이 여전히 자리를 지키며 수록된 곡은 모두 고희안의 창작곡으로 구성되어 있다. 경쾌한 리듬의 'Snap'을 시작으로 우아하게 연주되는 'Waltz for Carlos', 현란한 비밥 라인이 폭발하는 'Clean Up', 가장 인상적으로 들은 'Nigeria'까지 총 10곡을 라이브로 들을 수 있다. 참 뿌듯한 앨범이다. 벅스가 선정한 2020년 8월 이달의 앨범 선정 작품."
