,album titles,artists,review titles,reviews
1335,Clifford Brown And Max Roach At Basin Street,Max Roach(맥스 로치),클리포드 브라운과 맥스 로치 밴드의 마지막 앙상블,"재즈피플 선정, 역대 재즈명반 100선 작품. 클리포드 브라운이 재직한 밴드는 여럿이었지만 가장 깊은 음악성을 성취한 것은 드러머 맥스 로치와 공동 리더로 활약한 두 사람의 퀸텟이었다. 1956년 초에 녹음된 곡들을 담은 이 앨범은 밴드의 공식적인 마지막 작품으로 기록됐으며 테너 색소포니스트 소니 롤린스(Sonny Rollins)가 가세해 전보다 더 충실하고 믿음직한 앙상블을 연출해내고 있다. 이 퀸텟이 1954년부터 2년간 남긴 녹음은 어느 것 하나 빠짐없이 재즈 팬들의 절대적인 지지를 얻었다. 비록 오랜 세월은 아니었어도 클리포드 브라운의 연주를 뒤에서 바라보던 맥스 로치는 얼마나 행복했을까? (글:김현준)"
1336,Clifford Brown With Strings,Clifford Brown(클리포드 브라운),"하드 밥의 대가, 트럼펫터 클리포드 브라운!","재즈피플 선정, 역대 재즈명반 100선 작품. 트럼펫터 클리포드 브라운은 모던 재즈의 울타리 안에서 대표적인 하드 밥 연주자로 명성을 떨친 최고의 명인이었다. 1956년, 25세에 교통사고로 세상을 떠나지만 않았다면 훨씬 더 큰 업적을 남겼을 것이다. 그가 남긴 명연이 적지 않지만 현악 오케스트라와 함께한 이 앨범은 음악성과 대중성을 모두 거머쥔 걸작으로 오랜 세월이 지난 지금까지 재즈 팬들의 큰 사랑을 받고 있다. 거침없고 탄탄한 진행, 부드러우면서도 풍성하고 자신감 넘치는 톤은 클리포드 브라운의 연주를 묘사하는 표현들이다. 바로 이 앨범에서 그 면모가 유감없이 발휘됐다. (글:김현준)"
1337,"Now He Sings, Now He Sobs",Chick Corea(칙 코리아),"재즈 피아니스트, 칙 코리아의 초창기 걸작!","재즈피플 선정, 역대 재즈명반 100선 작품. 오랜 세월을 거치면서 피아니스트 칙 코리아가 남긴 업적을 이 한 장의 트리오 앨범으로 정리하는 건 불가능하다. 모던 재즈에서 출발해 프리 재즈와 퓨전을 거쳐 현대 재즈의 발전에 막대한 영향을 미친 중추적 인물. 1968년에 녹음된 이 앨범은 그의 초창기 걸작 중 하나이자 결과적으로 재즈의 어법을 대폭 확장하는 데 큰 역할을 한 문제작이 됐다. 수학적 계산마저 연상시키는 칙 코리아의 곡들은 흔히 냉철한 이성과 섬세한 직관의 산물로 얘기된다. 함께한 베이시스트 미로슬라브 비토우스(Miroslav Vitous)와 드러머 로이 헤인즈(Roy Haynes)의 역할도 빼놓을 수 없겠다. (글:김현준)"
1338,The Last Great Concert 1 & 2,Chet Baker(쳇 베이커),쳇 베이커의 마지막 유작!,"재즈피플 선정, 역대 재즈명반 100선 작품. 쳇 베이커의 그리 길지 않았던 삶은 재즈와 마약 그리고 여자, 이 세 가지 코드로 축약된다. 놀라운 직관을 바탕으로 종종 섬뜩할 만큼 뛰어난 연주를 들려주었지만 역사상 가장 많은(!) 마약을 소비한 것으로 알려진 그의 말년이 화려했으리라 기대한 사람은 아무도 없었을 것이다. 세상을 떠나기 보름 전 독일에서 빅 밴드 오케스트라의 연주와 함께 녹음된 이 공연 실황은 ‘희망 없음’의 상징으로 전락한 과거의 명인이 세상에 마지막으로 남긴 절절하고 감동적인 언사로 가득하다. 명곡 ‘My Funny Valentine’을 처음 히트시킨 주인공이 바로 그였다. (글:김현준)"
1339,Chet Baker Sings,Chet Baker(쳇 베이커),"1950년대 최고의 아이돌, 쳇 베이커!","재즈피플 선정, 역대 재즈명반 100선 작품. 1950년대 후반, 백인 여성 팬들 사이에서 최고의 아이돌로 군림했던 트럼페터이자 보컬리스트 쳇 베이커는 쿨 재즈(Cool Jazz)를 대변한 스타 중의 스타였다. 당시에는 논란의 소지가 적지 않았으나 이젠 그의 발라드가 지닌 뉘앙스가 매우 중요한 재즈의 어법이 됐다. 나긋한 목소리로 읊조리듯 부르던 그의 노래도 마찬가지다. 1956년에 녹음된 이 보컬 앨범은 그 이전까지 재즈가 갖고 있던 이미지를 상당부분 변화시켰다. 높은 대중적 인지도 못지않게 세월이 흐르며 가치가 더 높아진 앨범 이랄까. 그러나 쳇 베이커에 대한 호불호는 여전히 뜨거운 감자다. (글:김현준)"
1340,Bird And Diz,Charlie Parker(찰리 파커),가장 ‘핫’했던 밴드의 가장 뜨거웠던 순간,"재즈피플 선정, 역대 재즈명반 100선 작품. 알토 색소포니스트 찰리 파커는 재즈 역사상 가장 독보적인 솔로이스트였다. 비밥의 어법을 엮어낸 결정적 인물이자 색소폰 연주의 새로운 장을 연 전설적인 존재. 난봉꾼이었던 삶 자체도 그 누구보다 재즈를 닮아 있었다. 찰리 파커가 트럼펫터 디지 길레스피와 함께한 시절의 녹음 중 가장 높은 완성도를 선보인 곡들이 1950년에 녹음된 이 앨범에 실려 있다. 번뜩이는 비밥(BeBob)의 역사가 눈앞에 펼쳐지는 가운데 이 한 작품만으로도 그 시대를 정리할 수 있으리란 생각이 들 만큼 연주는 풍요롭고 완벽하다. (글:김현준)"
1341,Beyond The Missoury Sky,Charlie Haden(찰리 헤이든) & Pat Metheny(팻 매스니),감동적인 최상의 앙상블!,"재즈피플 선정, 역대 재즈명반 100선 작품. 베이시스트 찰리 헤이든은 프리 재즈 1세대로 활약한 1950년대 말부터 최근까지 매우 풍부한 음악성을 과시해온 역사적 인물이다. 활동 영역에 있어서도 실험적인 스타일에서부터 감성적인 발라드 등 능히 다루지 못한 경우가 없었다. 기타리스트 팻 매스니와 함께 한 이 듀오 앨범은 1990년대 말을 가장 아름답게 밝힌 주요 앨범 중 하나로 꼽힌다. 시종일관 감성적인 멜로디가 뭉클한 감동을 전하는 가운데 한 치의 오차 없이 완벽하고 세련된 연주가 최상의 앙상블을 엮어낸다. 서로에 대한 배려의 마음과 깊은 미학적 소신이 빚은 결과물이다. (글:김현준)"
1342,The Genius Of The Electric Guitar,Charlie Christian(찰리 크리스천),"짧지만 그래서 더욱 빛나는 기타리스트, 찰리 크리스찬!","재즈피플 선정, 역대 재즈명반 100선 작품. 장르를 초월하여 찰리 크리스찬의 연주와 업적에 대해 적시하지 않으면서 기타의 미학을 언급하는 건 명백한 직무유기다. 1942년, 26세에 요절하면서 그리 많은 녹음을 남기진 못했으나 적은 음원만 가지고도 그가 얼마나 위대한 기타리스트이자 혁신적인 연주자였는지 입증하는 건 전혀 어려운 일이 아니다. 이 편집 앨범은 그가 베니 굿맨(Benny Goodman) 밴드에서 남긴 대부분의 명연들을 담고 있는 소중한 역사적 산물이다. 70년이 지난 오늘날에도 그의 연주는 전혀 퇴색하지 않은 채 그대로 빛을 발한다. 재즈 기타가 시작한 지점이자 정점을 찍은 바로 그 곳이다. (글:김현준)"
1343,Mingus Ah Um,Charles Mingus(찰스 밍거스),"재즈의 교과서, 찰스 밍거스의 [Mingus Ah Um]","재즈피플 선정, 역대 재즈명반 100선 작품. 찰스 밍거스의 작품 속엔 복합적이면서도 명료한 역설의 가치들이 혼재돼 있다. 여러 사람들의 노력이 응축된 경우가 대부분인 동시에 찰스 밍거스가 리더로서 지녔던 역량이 동료들에게 절대적인 신뢰를 안겨주었기 때문이다. 1959년에 녹음된 이 앨범이 바로 그런 특성을 잘 드러낸다. 찰스 밍거스는 무한한 상상력을 불러일으킬 만큼 뛰어난 곡들을 연주자들에게 제시하고 이들은 원작자의 의도를 충실히 이해한 채 자신이 가진 모든 것을 쏟아냈다. 결국 이 앨범은 재즈에서 가장 교과서적인 걸작의 조건을 제시했다. 무조건적인 필청을 요구한다. (글:김현준)"
1344,Pithecanthropus Erectus,Charles Mingus(찰스 밍거스),"모던 재즈의 발전, 베이시스트 찰스 밍거스!","재즈피플 선정, 역대 재즈명반 100선 작품. 재즈 역사상 베이시스트이자 리더로서 가장 괄목할 만한 업적을 남긴 인물은 바로 찰스 밍거스다. 비밥을 통해 모던 재즈의 어법을 정착시킨 주인공 중 하나였으면서 자신만의 독특한 시각을 성공적으로 체현해낸 그는 1950년대 중반부터 1960년대 말까지 독자적인 학파를 형성한 채 흑인으로서의 자존과 독창적 가치를 매우 독특한 미학으로 설파해 많은 후배들에게 절대적인 영향력을 행사했다. 강력한 카리스마가 여지없이 빛을 발한 1956년 녹음의 이 앨범은 찰스 밍거스의 음악 세계로 들어가기 위해 아주 좋은 입문서이자 독립된 완성체다. (글:김현준)"
1345,Conquistador!,Cecil Taylor(테일러),프리 재즈의 초석을 세우다,"재즈피플 선정, 역대 재즈명반 100선 작품. 재즈사를 통해 가장 실험적인 스타일을 선보인 피아니스트는 단연 세실 테일러였다. 1950년대 모던 재즈를 연주하던 시절부터 이미 심상치 않은 면모를 드러냈던 그는 프리 재즈의 움직임이 본격적으로 가시화된 1960년대 초, 일련의 신진 세력들과 함께 재즈의 어법을 대폭 확대하는 데 집중적인 노력을 기울였다. 1966년에 녹음된 이 앨범은 초기 세실 테일러의 음악성을 대변하는 문제작이다. 함께한 연주자들은 모두 예외 없이 프리재즈(Free Jazz)의 발전에 크나큰 업적을 남겼다. 이렇듯 재즈는 한 곳에 머물기를 거부한 사람들에 의해 발전을 거듭했다. (글:김현준)"
1346,New Moon Daughter,Cassandra Wilson(카산드라 윌슨),"재즈 스타일리스트, 카산드라 윌슨!","재즈피플 선정, 역대 재즈명반 100선 작품. 다양한 음악적 어법의 가능성을 타진하며 1980년대를 보낸 보컬리스트 카산드라 윌슨은 비로소 1990년대 들어 독자적인 영역을 확보했고 여러 수작들을 잇달아 발표하며 당대 최고의 재즈 보컬리스트로 자리를 굳혔다. 남들이 다루지 않은 곡을 과감히 골라 이를 자신의 목소리에 맞게 편곡해내는 과정이 특히 인상적이었다. 결국 그녀는 독특한 이미지를 구축해냈고 누구와도 닮지 않은 스타일리스트의 면모를 과시했다. 카산드라 윌슨은 성공적인 흑인 재즈 보컬의 한 전형을 완성해냈다. 많은 후배들에게 큰 영향력을 행사한 건 당연한 얘기다. (글:김현준)"
1347,The Great American Songbook,Carmen McRae(카멘 맥래),"진한 울림, 보컬리스트 카멘 맥레이!","재즈피플 선정, 역대 재즈명반 100선 작품. 보컬리스트 카멘 맥레이의 노래를 좋아한다는 것은 재즈 안에 깃든 복합적이고 미묘한 이미지를 즐길 줄 안다는 뜻이다. 그녀는 여느 흑인 가수들처럼 짙고 중저음이 강한 목소리를 지녔지만 감정을 적절히 절제하고 비워내면서 세월이 흐를수록 점점 더 진한 향기를 뿜어냈다. 1972년, LA의 재즈 클럽에서 녹음된 이 공연 실황은 여러 스탠더드 곡들을 통해 재즈가 지니고 있는 해석과 직관의 가치를 만끽하게 한다. 함께 무대에 오른 피아니스트 지미 라울스(Jimmy Rowles)와 기타리스트 조 패스(Joe Pass)가 명인들답게 최고의 연주를 들려준 것도 앨범의 가치를 높인다. (글:김현준)"
1348,Somethin' Else,Cannonball Adderley(캐논볼 어들리),"알토 색소포니스트, 캐논볼 어들리의 최고 퀸텟!","재즈피플 선정, 역대 재즈명반 100선 작품. 피아노 트리오를 바탕으로 트럼펫과 색소폰을 전면에 내세운 퀸텟은 재즈 듣기의 묘미를 만끽할 수 있는 중요한 편성이다. 1958년 당시 각광 받던 트럼페터 마일스 데이비스(Miles Davis)가 솔로이스트로 함께한 이 앨범은 알토 색소포니스트 캐논볼 어들리의 가장 성공적인 퀸텟 녹음 중 하나이자 세대를 초월해 절대적 지지를 얻은 바 있는 걸작 중의 걸작이다. 블루 노트 레이블의 사운드를 대변할 만한 녹음 중 하나로, 잘 알려진 스탠더드 곡 ‘Autumn Leaves’의 결정적 버전이 서두에 실려 있다. 피아니스트 행크 존스(Hank Jones)와 드러머 아트 블래키의 역할도 컸다. (글:김현준)"
1349,The Art Of The Trio Vol.3: Songs,Brad Mehldau(브래드 멜다우),브래드 멜다우 시대의 역작!,"재즈피플 선정, 역대 재즈명반 100선 작품. 어느 시대에나 당대의 재즈 팬들은 그들의 감성을 대변한 소수의 피아니스트들과 함께 생을 이어갔다. 취향의 호불호를 떠나 지난 2000년대가 브래드 멜다우의 시대였음을 부정할 사람은 많지 않을 것이다. 아직까지 주요 연주자로 자리하고 있는 그가 비로소 재즈계의 헤게모니를 움켜 쥔 것은 1990년대 말이었다. 특히, 그가 발표한 ‘아트 오브 더 트리오(Art of The Trio)’ 시리즈는 재즈 팬들의 엄청난 지지를 얻었으며, 닉 드레이크(Nick Drake)의 대표곡 ‘River Man’과 라디오헤드(Radio Head)의 히트곡 ‘Exit Music’ 등을 담고 있는 이 세 번째 작품이 대중적으로도 아주 큰 인기를 끌었다. (글:김현준)"
1350,Lady In Satin,Billie Holiday(빌리 홀리데이),"재즈 보컬, 빌리 홀리데이의 모든 것!","재즈피플 선정, 역대 재즈명반 100선 작품. 빌리 홀리데이는 단순히 재즈를 대표하는 보컬리스트 중 한 사람에 머물지 않는다. 그녀가 남긴 노래들은 장르를 초월해 전후(戰後)의 감성을 대변했고 듣는 이들에게 경외심을 불러일으키며 깊고 넓은 음악성에 빠져들게 했다. 더없이 불운한 삶을 살았던 이 여인이 어떻게 하여 그 감성을 노래 속에 고스란히 담아낼 수 있었는지는 알 수 없다. 음악적 가치도 더없이 중요하지만 노래마다 깃든 인상이 워낙 짙어 누구든 그녀의 음악 앞에 무심할 수는 없을 것이다. 오케스트라의 연주로 녹음된 이 말년작에 영원 불멸한 그녀의 모든 것이 담겨 있다. (글:김현준)"
1351,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),Bill Evans Trio(빌 에반스 트리오),시공을 초월해 빛을 발하는 걸작의 아름다움,"재즈피플 선정, 역대 재즈명반 100선 작품. 피아니스트 빌 에반스의 업적을 한두 가지로 정리하는 건 불가능하지만 그 중에서 작곡가로서의 높은 위상을 빼놓을 수 없을 것이다. 재즈가 해석의 미를 중시하는 건 분명하지만 곡 자체가 갖는 가치는 어떤 음악에서든 아무리 강조해도 지나치지 않다. 1961년 재즈 클럽 빌리지 뱅가드에서 녹음된 이 앨범은 타이틀곡인 ‘Waltz For Debby’ 덕에 오랜 세월 동안 꾸준히 절대적인 사랑을 받아왔다. 빌 에반스의 감성어린 서정성과 부드러운 카리스마는 반복해 들어도 매번 새로운 가치를 발견하게 한다. (글:김현준)"
1352,Portrait In Jazz,Bill Evans Trio(빌 에반스 트리오),재즈 피아노 트리오의 가장 위대한 걸작!,"재즈피플 선정, 역대 재즈명반 100선 작품. 피아노, 베이스, 드럼으로 이루어진 피아노 트리오는 흔히 재즈에서 가장 인기 있는 편성 중 하나로 얘기된다. 연주자들 간의 상호 작용이 한 눈에 확연히 들어오는 동시에 앙상블의 역할과 관련해 핵심적인 미학이 응축돼 있기 때문이다. 피아니스트 빌 에반스의 위상을 각인시킨 이 앨범은 재즈 피아노 트리오의 가장 위대한 걸작 중 하나이자 잘 알려진 스탠더드 곡들의 인상적인 해석으로 가득한 아름다운 앨범이다. 요절한 베이시스트 스캇 라파로(Scoot LseFaro)와 현대에 이르기까지 막대한 업적을 남긴 드러머 폴 모션(Paul Motian)의 젊은 시절 연주도 들을 수도 있다. (글:김현준)"
1353,1938 Carnegie Hall Jazz Concert,Benny Goodman(베니 굿맨),꼭 들어야 할 베니 굿맨의 공연 실황!,"재즈피플 선정, 역대 재즈명반 100선 작품. 재즈사를 통해 남겨진, 반드시 한 번쯤 접해야 할 공연 실황이 여럿 있다. 그 중 하나가 바로 이 앨범이다. 1938년 카네기홀에서 열린 베니 굿맨의 이 공연은 스윙 재즈의 열기를 엿볼 수 있는 대표적인 결과물이자 당대 재즈계의 모습을 고스란히 맛볼 수 있다는 점에서 매우 높은 역사성을 지닌다. 트리오의 소편성에서 빅밴드에 이르기까지, 베니 굿맨의 뛰어난 클라리넷 연주를 가운데 두고 많은 음악인들이 최상의 재즈 쇼를 펼쳐낸다. 1950년에 LP로 처음 발표됐던 방대한 음원이 두 장의 CD에 담겨 듣는 이를 역사의 한 페이지로 인도한다. (글:김현준)"
1354,Jazz Giant,Benny Carter(베니 카터),"색소폰의 어법을 정립한 알토 색소포니스트, 베니 카터의 걸작!","재즈피플 선정, 역대 재즈명반 100선 작품. 알토 색소포니스트 베니 카터는 테너 색소폰의 거장 콜맨 호킨스(Coleman Hawkins)와 함께 재즈에서 색소폰의 어법을 실질적으로 정립한 인물이다. 1920년대 초기 재즈에서부터 모던 재즈에 이르기까지 폭넓은 활동을 통해 평생토록 수많은 후배들의 귀감이 됐고, 특유의 거침없으면서도 부드러운 연주 스타일로 언제 들어도 믿음직한 음악성을 보여 주었다. 1957년에서 1958년 사이에 여러 세션을 거쳐 녹음된 이 앨범은 당대의 내로라할 연주자들이 의기투합해 엮어낸 최상의 앙상블을 담았다. 베니 카터의 개인 경력 뿐 아니라 역사적으로도 높은 가치를 지니는 작품. (글:김현준)"
1355,Soulville,Ben Webster(벤 웹스터),"정통 재즈의 대표 스타일리스트, 벤 웹스터!","재즈피플 선정, 역대 재즈명반 100선 작품. 듀크 엘링턴(Duke Ellington) 빅밴드에서 활동하며 명성을 떨친 바 있는 테너 색소포니스트 벤 웹스터는 밴드의 편성과 무관하게 언제 어디서든 독특하고 매력적인 연주를 선보인 정통 재즈의 대표적인 스타일리스트다. 특유의 비브라토는 듣는 이에게 관능미를 느끼게 했고 수려하게 이어지는 선율과 프레이징은 테너 색소폰이란 악기의 매력을 배가시켰다. 1957년, 5중주 편성으로 녹음된 이 앨범은 넘치는 감성과 풍부한 표현력이 돋보인 벤 웹스터의 걸작 중 하나다. 또한 피아니스트 오스카 피터슨(Oscar Peterson)과 기타리스트 허브 엘리스(Herb Ellis)의 진가를 증명한 작품이기도 하다. (글:김현준)"
1356,Piano Starts Here,Art Tatum(아트 테이텀),"재즈 피아니스트, 아트 테이텀의 명반 중의 명반!","재즈피플 선정, 역대 재즈명반 100선 작품. 재즈사 100년에서 가장 먼저 얘기해야 할 피아니스트를 손꼽는다면 일단 아트 테이텀이 최상위를 다툴 공산이 크다. 개인의 취향이나 지론을 넘어 그가 남긴 업적과 역사적 영향력이 워낙 크기 때문이다. 스윙과 모던 재즈의 중간에 서 있던 그는 시각 장애를 지녔음에도 놀라운 연주력을 선보이며 재즈 피아노가 나아갈 방향을 제시했다. 1933년의 네 곡과 1949년에 녹음된 곡들을 함께 수록한 이 앨범은 그가 남긴 여러 명연 중에서도 특히 강한 빛을 발한다. 적어도 이 앨범을 마주한 사람이면 그 도발적인 타이틀에도 이론을 달진 못할 것이다. (글:김현준)"
1357,Art Pepper Meets The Rhythm Section (OJC Remaster),Art Pepper(아트 페퍼),"섹시한 알토 색소포니스트, 아트 페퍼!","재즈피플 선정, 역대 재즈명반 100선 작품. 재즈 팬들은 폴 데스몬드(Paul Desmond), 리 코니츠(Lee Konitz), 아트 페퍼를 쿨 재즈의 3대 알토 색소포니스트로 얘기하곤 한다. 그 중 아트 페퍼는 다른 두 사람이 비해 한결 더 넓은 영역을 아우르며 매우 섹시한 톤을 구사했던 인물이다. 마약 중독과 그로 인한 수감생활이 겹치면서 15년 동안 공백을 가지기도 했던 그는 1950년대에 더없이 화려한 전성기를 누린 문제적 인물이었다. 1957년에 녹음된 이 앨범은 당대 최고의 리듬 섹션을 바탕 삼아 단 한 소절도 버릴 것 없는 매혹적인 연주로 가득하다. 아트 페퍼의 진면목이 담긴 가장 좋은 입문서이자 궁극의 컬렉션. (글:김현준)"
1358,Modern Art,Art Farmer(아트 파머),"하드밥의 대표 트럼펫터, 아트 파머!","재즈피플 선정, 역대 재즈명반 100선 작품. 흔히 하드 밥의 대표적인 트럼펫터 중 하나로 얘기되지만, 아트 파머는 한두 가지 표현으로 음악성을 정리할 수 없는 복합적인 톤과 연주 스타일을 지녔던 인물이다. 예컨대 1980년대에 발표된 그의 말년작 들을 간과할 수 없는 것도 같은 이유에서다. 그래도 1958년에 녹음된 이 걸작은 결코 놓쳐서는 안 될 매력적인 연주로 가득하다. 색소포니스트 베니 골슨(Benny Golson)과 피아니스트 빌 에반스(Bill Evans), 그리고 친동생인 베이시스트 에디슨 파머(Addison Farmer)가 함께하여 풍성하면서도 적절한 공간미가 깃든 앙상블을 연출해낸다. 바로 그 묘한 매력이 아트 파머의 강점이기도 했다. (글:김현준)"
1359,Moanin' (Expanded Edition),Art Blakey(아트 블래키) & The Jazz Messengers(재즈 메신저스),하드밥 사운드의 맛!,"재즈피플 선정, 역대 재즈명반 100선 작품. 취향을 떠나, 정통 모던 재즈를 이야기할 때 박진감 넘치는 하드 밥(Hard Bop) 사운드는 언제 어디서나 많은 재즈 팬들의 큰 지지를 받아온 스타일이다. 드러머 아트 블래키가 이끌었던 ‘재즈 메신저스 (Jazz Messengers)’는 오래도록 하드 밥의 어법을 매우 충실히 구현한 것으로 잘 알려져 있다. 당대의 여러 탁월한 솔로이스트들이 최상의 연주와 좋은 곡으로 밴드에 숨을 불어넣었고 아트 블래키는 넘치는 카리스마로 많은 후배들과 함께 재즈의 맛을 알리는 전도사의 역할을 수행했다. 타이틀곡인 ‘Moanin'’과 ‘Blues March’는 재즈 메신저스의 핵심을 담고 있다. (글:김현준)"
1360,Point Of Departure (The Rudy Van Gelder Edition) [Remastered],Andrew Hill(앤드류 힐),피아니스트 앤드류 힐의 대표작!,"재즈피플 선정, 역대 재즈명반 100선 작품. 피아니스트 앤드류 힐은 재즈의 전통과 진보의 가치를 성공적으로, 그것도 동시에 체현해낸 극소수의 음악인 중 하나다. 즉, 모던 재즈의 전통을 고스란히 간직하고 있으면서도 늘 새로운 가치를 꿈꾸며 실험을 게을리 하지 않았다는 얘기. 아직도 그의 대표작으로 얘기되는 이 매력적인 앨범은 재즈에서 작곡이 얼마나 중요한지 다시 한 번 일깨운다. 연주자에게 풍부한 상상력을 불러일으켜 탁월한 솔로를 이끌어내게 한 모티프가 바로 그것이다. 두 명의 역사적인 관악기 연주자 에릭 돌피와 조 헨더슨의 전성기 시절 연주를 들을 수 있기도 하다. (글:김현준)"
1361,Signs,D Sound(디사운드),여전히 세련된 그루브,벅스가 선정한 2014년 11월 이달의 앨범 해외편 선정 작품. 한때 음악씬의 유행을 이끌 정도로 애시드한 스타일을 그들만의 재즈 팝 사운드로 멋지게 보여준 디사운드의 인기가 꽤 있었다. 그런데 킴(드럼)이 탈퇴하면서 긴 휴식기에 들어가게 되는데 그 사이 애시드한 계열 음악들이 좀처럼 이슈를 만들지 못했다. 북유럽(노르웨이 오슬로)의 정취가 느껴지는 맑고 세련된 시모네의 보컬과 조지의 베이스가 있었지만 디사운드에는 역시 킴의 그루브한 드럼 연주가 빠지면 안 되는 것 같다. 다행히 작년부터 킴의 복귀설이 나오더니 5년 만에 신작을 3인조로 녹음해 선보이고 있다. 디사운드를 상징하는 균형 잡힌 그루브가 시종일관 앨범을 지배하는데 특히 타이틀 곡 'Signs'와 'The Girl'에서 보여주는 킴의 드러밍은 참으로 감각적이다. 노르웨이의 힙합 아티스트 리도리도(LidoLido)가 참여한 'Jennifer'와 조니의 슬랩 베이스가 인상적인 'Magnet'도 빼 놓을 수 없다.
1362,Guitar in the Space Age,Bill Frisell(빌 프리셀),고요하고 진중한 장인의 숨결,"벅스가 선정한 2014년 11월 이달의 앨범 해외편 선정 작품. '퓨전재즈의 3대 기타리스트' 참으로 오래 들어온 문구이다. 보통 팻 메스니, 존 스코필드, 빌 프리셀(빌 대신 마이크 스턴, 존 애버크롬 등 다른 기타리스트가 들어가도 무방)을 꼽게 되는데 참으로 오랜 세월 이 타이틀을 지키고 있다. 그 중 11년 전 딱 한번 내한공연을 가진 것 외에 우리와 인연이 별로 없는 빌 프리셀은 그래서 앨범이 더욱 소중할 수밖에 없다. 신작 [Guitar In The Space Age]는 'Okeh 레이블'에서 처음으로 발표한 전작 [Big Sur](2013)에 이어지는 컨셉으로 미대중음악의 고전인 서프뮤직를 비롯해 블루스, 포크, 로큰롤을 편안하고 연주하고 있다. 급하지 않고 요란스럽지 않은 그의 기타 연주를 듣고 있으면 환갑을 훌쩍 넘긴 어느 음악인의 옛 추억 한 페이지를 보고 있는 것 같다. 우리에게는 벤처스 연주로 유명한 더 챈테이스(The Chantays)의 명곡 'Pipeline'를 비롯해 'Turn,Turn,Turn' 등이 수록되어 있다."
1363,Everything Will Be Alright In The End,Weezer(위저),위저의 변치않는 클래스,"벅스가 선정한 2014년 11월 이달의 앨범 해외편 선정 작품. 폼은 일시적이지만 클래스는 어디 가지 않는다. 근작들이 벌였던 '절망의 퍼레이드'를 단번에 만회하기라도 하듯, 밴드는 이번에 단단히 벼르고 나왔다. 1990년대를 이들의 음악과 함께 보냈다면 [The Blue Album](1994)과 [The Green Album](2001)의 향기를 잊지 않고 있다면, 이번에 실망은 없다. 영광의 골든 타임을 함께 했던 프로듀서 릭 오케이섹(Ric Ocasek)이 간만에 합류해 밴드의 전성기 사운드를 다시 한번 일궈냈기 때문이다. 그런 판단의 배후에는 당연히 ＂듣기 좋은 곡들을 얼마나 쏟아냈냐＂는 기준이 있으며, 이번 음반은 그 준거에 제대로 부합한다. 'Ain’t Got Nobody', 'Back To The Shack', 'Lonely Girl', 'The British Are Coming', 'Go Away' 등 트랙들은 듣는 순간 올드팬들을 사로잡을 준비를 끝낸 듯 하다. 각자 취향은 다양하겠으나, 나는 이 곡에 한 표를 주겠다. 어쿠스틱으로 슬슬 시동을 걸다가 일렉트릭 기타락 사운드로 탈바꿈하는 전개방식도 마음을 울리고, 밴드는 금방이라도 'Undone - The Sweater Song', 'Say It Ain’t So'를 연주할 것만 같다. 뭐, '추억팔이'라는 의혹을 무색하게 해버리는 완벽한 연주와 앨범의 짜임새를 만난다면 이 모든 이야기는 그저 군더더기로만 남게 되리라."
1364,Time To Die,Electric Wizard(일렉트릭 위자드),육중하고 음습한 사운드의 침공,"벅스가 선정한 2014년 11월 이달의 앨범 해외편 선정 작품. 블랙 새버스(Black Sabbath)의 음악에 상당수 빚지고 있는 둠/스토너메탈 계보의 수많은 후계자들 가운데 하나를 꼽자면 나는 주저하지 않고 '일렉트릭 위저드'라는 이름을 댈 것이다. 이들이 천착하는 둠/스토너메탈은 화려한 솔로 따윈 생략하고 끝없이 아래로 하강하는 둔중한 기타리프와 옆에서 심드렁하게 울려대는 베이스를 전면에 내세우는데 그 탓에 한국에서는 가장 인기 없는(혹은 존재감 없는) 헤비니스 장르가 아닐까 한다. 밴드가 국내에 정식으로 소개되는 건 처음이므로 설명을 덧붙여보고자 한다. 영국 도셋에서 1993년 결성된 일렉트릭 위저드는 이번 음반으로 커리어 통산 여덟 번째 스튜디오 앨범을 새기게 되는 중견 밴드이다. 통상적으로 [Dopethrone](2000)을 걸작으로 쳐주며, 평론가들과 열혈 마니아들 사이에선 현존하는 최고의 둠/스토너메탈 그룹으로 인정받고 있다. 오컬티즘과 러브크래프트(Lovecraft)로 대변되는 호러물에 지대한 관심을 갖고 있으며, 이번 음반에서도 기대대로 특유의 음습하고 칙칙한 낭만주의를 구현해 보이고 있다. 끝으로 [Time To Die]의 감상평과 포인트: 눈으로 덮인 사위스런 한밤중의 들녘을 까마귀 떼와 함께 지나는 느낌. 우리의 일상 속에 있지만 아무도 이야기하고 싶어하지 않는 불길한 순간과의 대면."
