,album titles,artists,cleaned_sentences
2461,Shrek,Various Artists,사랑 초록 괴물 슈렉 아카데미 시상식 장편 애니메이션상 수상한 드림웍스 대표 영화 미국 개봉 한국 개봉 관객 수가 무려 라이온 기록 기도 흥행 계속 드림웍스 영화 슈렉 인기 디즈니 픽사 어깨 얘기 과언 올해 컴캐스트 인수 우리나라 전세계 애니메이션 영화 슈렉 덩치 냄새 초록 괴물 영화 라면 매력 사랑 공주 사랑 영화 슈렉 분위기 표현 영화 장면 정도 전곡 사랑 애니메이션 영화 모든 굳이 대표 초반 멜로디 영화 장면 피오 공주 파랑새 아아 아아 고음 대결 부분 멜로디 영화 멜로디 로만 가사 발라드 느낌 꾸밈 목소리 분위기 매력 딜런 커버 감미 음색 가사 달달 귀가 느낌 자꾸 반복 영화 슈렉 전체 분위기 표현 슈렉 마음 대변 자신감 가사 인상 종교 심신 안정 편안함 할렐루야 종일 입안
2462,The Croods,Alan Silvestri(앨런 실베스트리),앨런 베스 트리 원시인 어드벤처 개봉 최신 디즈니 디즈니 알록달록 디즈니 편견 어쨌든 드림웍스 대표 디즈니 비교 드림웍스 다라 부분 드림웍스 주제 캐릭터 결코 크루즈 패밀리 주인공 원시인 두발 동굴 사랑 캐릭터 스토리 아빠 세상 행여 염려 강압 세상 아빠 행동 자꾸 바깥 세상 경험 청년 사랑 기도 동굴 사건 동굴 보금자리 찾기 세상 모험 인생 수작 리뷰 처음 영화 앨런 베스 트리 어벤져스 포레스트 검프 지아이조 전쟁 서막 퓨처 레드 레전드 박물관 하늘 남자 영화 작업 진심 반성 다년 올해 크루즈 패밀리 개봉 예정
2463,10 Futures,Aqualung(아쿠아룽),아쿠아 감성 인생 사운드트랙 본명 매트 헤일스 아쿠아 이름 영화음악 사용 이나 반응 제법 영화 삽입곡 사운드트랙 대부분 관객 감상 장면 형광 지면 포인트 역할 감독 선곡 고심 아쿠아 감성 멜로 영화 효과 자생 능력 영화 기억 안나 정도 영국 운치 두둑 빗방울 감성 사운드트랙 머릿 저절로 영상 리안 바스 디스 클로저 일렉트로닉 소울 만난 영국 신예 뮤지션 루크 상큼 스트링 스스로 캐치 프레 이즈 응원송 이나 힙합 사운드 대세 인지 감성 아쿠아 사운드 상대 주목 오늘날 감성 인생 사운드트랙
2464,Chicken Run,John Powell(존 파웰),파웰 치킨 목숨 탈출기 지난번 스피릿 자유 찾기 탈출 치킨 탈출기 소재 드림웍스 한국 라면 대체로 치킨 요리 삼계탕 찜닭 닭볶음탕 후라이드 치킨 화보 치킨 치킨 요리 배경 년대 영국 트위디 농장 농장 주인 트위디 수익 계란 장사 대신 치킨 파이 사업 농장 공포 하루 하루 탈출 계획 준비 실패 서커스 탈출 미국 수탉 록키 하늘 주인공 암탉 진저 탈출 모든 농장 자유 날라리 록키 탈출 준비 여정 탈출 해피엔딩 마지막 엔딩 먼저 달걀 먼저 얘기 웃음 드림웍스 대표 파웰 마법 탄생
2465,Rise Of The Guardians (Music From The Motion Picture),Alexandre Desplat(알렉산드로 데스플레),알렉산드로 데스 플레 어른 가디언즈 희망 상상력 가디언즈 어린이 최고 할배 산타클로스 놀스 부활절 하이라이트 달걀 찾기 부활절 토끼 버니 나라 이빨 동전 이빨 요정 투스 요정 샌드맨 겨울왕국 엘사 모든 프로스트 악몽 피치 세계 지배 빛과 어둠 전쟁 전쟁 시작 드림웍스 캐릭터 영화 음악상 수상한 이력 알렉 상드 데스 보지 영화 감상 추천
2466,High Noon,Kalle Kalima,핀란드 재즈 기타리스트 칼레 칼리 선정 선정 기타리스트 칼레 칼리 마는 헬싱키 태생 피아노 시작 악기 기타로 재즈 기반 만난 선생님 컨트리 웨스턴 스타일 게리 쿠퍼 주연 영화 하이 여러 영향 다그 서일 칼레 칼리 연주 프리셀 앳킨스 연상 발표 중견 최근 발표 처음 발표 컨트리 재즈 미국 출신 그렉 코헨 독일 출신 드러머 막스 안드레 스키 다기 타의 저음 사이 스틸 연주가 미국 민요 서막 핀란드 경보병 행진곡 핀란드 우드 스리 히스 로마 인상 타이틀 러시아 출신 미국 미트 디옴킨 후반 등장 미트 디옴킨 웨인 주연 영화 주제곡 영화 하이 마이티 제작 알라모 주제가 연주 선곡 거기 카니 웨스트 커버 일러스트 조지 콘도
2467,On My One,Jake Bugg(제이크 버그),제이크 버그 진화 천재 싱어송라이터 지원 글래스톤베리 무대 영국 에이지 싱어송라이터 제이크 버그 화제 무대 이듬해 메이저 레이블 머큐리 계약 발표 셀프 타이틀 데뷔 차트 성과 여러 매체 스무 십대 싱어송라이터 제이크 버그 년대 딜런 딜런 캐시 십대 소년 년대 포크 결점 흥미 가지 제이크 버그 만인 발표 거리 프로듀싱 영향력 행사 달리 세상 수준 보장 루빈 프로듀싱 담당 루빈 작업실 샹그릴라 작업 진행 제이크 버그 작업 과정 즐거움 즐거움 스튜디오 이름 제목 삼은 공개 차트 차트 기록 장의 진입 저력 발휘 발표 성과 예상 분위기 달리 트릭 데뷔 트릭 사용 빈티 사운드 의도 트릭 어쿠스틱 트릭 소리 도록 배치 사운드 변화 추구 덕분 제이크 버그 노력 감지 요약 연주 에이 싱어송라이터 조합 중점 성과 어가 년대 포크 년대 싱어송라이터 시대 사운드 지향 년대 얼터너티브 자주 언급 딜런 흔적 십대 청년 제이크 버그 년대 년대 년대 현재 음악세계 확인 독자 아티스트 영역 진입 제이크 버그 분명 기존 결론 대가 청년 제이크 버그 예상 아티스트 고집 발표 수록 일부 신곡 소개 당시 가운데 마지막 정식 작업 시작 전작 마찬가지 미국 로스앤젤레스 말리부 샹그릴라 스튜디오 제이크 버그 고향 영국 노팅엄 작업 인물 스티 보이스 마이크 이종 교배 통해 창조 스티 보이스 핵심 마이크 루빈 소식 흥미 샹그릴라 스튜디오 마이크 작업실 작업 결과물 정도 마이크 작업 스타일 제이크 버그 기본 여러 아이디어 교환 여러 연주 세션 완성 기본 작업 프로세스 작업 구체 작업 가기 결별 헛수고 사운드 변화 부분 마이크 작업 경험 한경석 편집장
2468,Cosmic Explorer,Perfume(퍼퓸/パフュ_ム),퍼퓸 컴백 퍼퓸 정규 선정 선정 퍼퓸 정규 발매 기존 발표 싱글 구성 나카타 야스 타카 창작 신곡 만족 탐험가 타이틀 암시 웅장 테크노 사운드 전반 압도 몽환 인트 지나 육중 비트 신스 리듬 타이틀 트랙 동양 멜로디 실험 하드코어 테크노 사운드 거듭 분위기 전환 전개 감탄 만하 다그 가운데 위치 파퓰러 감성 메이드 트랙 퍼퓸 최고 평가 재현 추천 그룹 데뷔 주년 기념 발매 오리콘 차트 정상 차지 인기 영향력 입증 전작 스타일 답습 미지 매력 퍼퓸 행보 찬사
2469,뿔,단편선과 선원들(Danpyunsun And The Sailors),단편 선원 상반기 하이라이트 단편 선원 선정 선정 상반기 하이라이트 동물 더욱 브리티시 포크 광기 사이키델릭 현기증 사이 배회 밴드 스스로 부여 거부 세계 도약 선포 자신감 증명서 먼저 사운드 오디 협력 통해 사운드 전혀 차원 여백 악기 소리 체감 결코 개인 견해 평론가 한결 색깔 타협 푸른 하늘 거인 사월 호흡 연애 보라 연애 주목 퓰러 담뿍 상투 전략 상투 유유 정도 양가 격함 수줍음 서정 격정 희망 절망 장수현 바이올리니스트 이름 살롱 오수경 멤버 본디 재즈 뿌리 음악가 일격 장르 헤엄 라인 생기 불어 조절 전작 광경 전편 관통 정서 정서 간과 음반 시선 의식 나머지 음반 단편 선원 목소리
2470,Ady Suleiman,Ady Suleiman(에디 슐레이먼),에디 레이먼 영국 소울 정수 다이아몬드 에디 레이먼 셀프 타이틀 국내 대중 뮤지션 사이 화제 매니아 형성 보이스 싱어송라이터 에디 레이먼 셀프 타이틀 발매 최근 자이언티 머리 열기 에너지 충전 에디 레이먼 추천 국내 대중 본격 주목 시작 에디 레이먼 팔세토 그루브 리듬 국내외 바이럴 센세이션 처음 시작 에디 레이먼 년생 앞날 목소리 신예 싱어송라이터 노팅햄 인기 프로그램 사회자 세상 처음 차트 대중 관계자 주목 시작 투어 포팅 무대 페스티벌 러블콜 무대 올해 화제 뮤지션 부문 다그 메이저 레이블 소니뮤직 공식 계약 데뷔 발매 수록 그루브 리듬 구분 소울 라이브 영상 온라인 전파 시작 인기 시작 두번째 최근 타블로 콜라보레이션 피쳐링 비욘세 스미스 작업 유명 프로듀서 프로 듀싱 다그 신인 답지 여유 듯이 자유 자재 리듬 햇살 해변 실제 인스타그램 바닷가 모습 여러 예상 흐름 그로 자유 로움 평론가 마이클 할레 다이아몬드 면서 동시 더욱 마음 완소 뮤지션 향후 설레임 가득 기대
2471,히트 (MBC 월화 미니시리즈) OST,Various Artists,최고 한국 추리 스릴러 드라마 히트 검사 하정우 형사 역할 고현정 협업 드라마 전개 연쇄살인범 추척 드라마 드라마 긴장감 더욱 대화 히트 거미 통증 드라마 드라마 상황 오버 느낌 드라마 열연 배우 김정민 직접 마지막 사랑 배우 계기 거미 공신 슈퍼주니어 과언 무려 임팩트 드라마 자꾸
2472,Free Somebody - The 1st Mini Album,루나 (LUNA),루나 루나 솔로 미니앨범 선정 선정 지난달 엔터테인먼트 장의 댄스 일렉트로닉 포함 감탄 수준 분야 회사 소기 성과 창작물 체계 시스템 복불복 결과 정규 정도 편차 체계 시스템 그간 노력 정성 발휘 종현 사운드 티파니 댄스 가치 봉우리 루나 미니 동명 타이틀곡 상반기 시점 벌써 연말 결과 기대 킬링 트랙 골격 진보 성향 멜로디 실험 대중 선율 비중 소리 단연 조화 균형 일렉트로닉 트렌드 느낌 톱니바퀴 질서 전개 현대 음향 배치 센스 거기 목소리 마감 전자음악 마니아 잔치 국내 루나 이름 주목 분명 지구촌 트랙 외국 결과 아쉬움 라면 아쉬움 루나
2473,How to Train Your Dragon 2 (Music from the Motion Picture),John Powell(존 파웰),파웰 아침 출근길 드래곤 드림웍스 애니메이션 드래곤 영화 제목 주말 다운로드 영화 관람 강추 평점 보라 라면 만점 치가 기본 개봉 비교 최신 영화 모든 업그레이드 영화 줄거리 귀요미 드래곤 투슬리스 주인공 내용 편도 드림웍스 대표 파웰 소개 영국 출신 이구 영화 페이스 오프 시작 드림웍스 장편 애니메이션 개미 슈렉 시리즈 아이스 에이지 쿵푸팬더 리오 해피 피트 영화 엑스맨 최후 전쟁 핸콕 담당 기회 편의 분위기 영화 감동 계속 자체 계속 파이팅 아침 출근길
2474,THE FAKE PLACE,더 페이크 플레이스(The Fake Place),페이크 레이스 한국 정서 페이크 레이스 선정 선정 남성 솔로 뮤지션 페이크 레이스 가지 감정 살찐 고양이 리프 하나로 가기 한국 전자음악 발자취 환경 다운 템포 기초 공사 실현 소리 배합 시도 영향 상상력 비트 마음껏 가동 덕분 비트 속도 박자 인식 상황 유지 곡마 구성 분위기 인상 앞서 언급 한국 단어 오해 부분 영미권 영향 간혹 국내 댄스 의미 장르 특성 영미권 일렉트로닉 잔향 중심 코드 한국 정서 얘기 보통 국내 뮤지션 다운 템포 국적 맵시 거리 기분 국내 뮤지션 표현 국내 뮤지션 이기
2475,"Blood, Sweat & 3 Years",Cash Cash(캐쉬 캐쉬),캐쉬 캐쉬 캐쉬 캐쉬 사운드 결정 캐쉬 캐쉬 형제 로프 알렉스 로프 절친 새뮤얼 프리 구성 그룹 디제잉 프로듀싱 멀티 인스 트루 멘탈 멤버 구성 이전 펑크 밴드 활동 사운드 원동력 캐쉬 캐쉬 트리오 본격 활동 시작 히트 싱글 프로 듀싱 현재 최정 아티스트 공식 리믹스 이름 알리 플래티넘 히트 싱글 중독 댄스팝 트랙 리믹스 통해 라이브 무대 선사 세계 페스티벌 차트 장악 중인 캐쉬 캐쉬 소속 레코드 발매 캐쉬 캐쉬 데뷔 인생 정의 인생 순간 시대 실패 불면 멤버 간의 주먹다짐 정신 순간 투어 백만 마일 비행기 지난 탄생 더욱 결정 체라 슈퍼스타 신예 장르 아티스트 총동원 캐쉬 캐쉬 사운드 스펙트럼 싱글 공개 트랙 이자 오프닝 멕시코 출신 초반 싱어 송라이터 소피아 예스 사운드 인상 트랙 싱어송라이터 크리스티나 페리 장점 사운드 색소폰 음색 돌스 프론트 레즈 히트 싱글 리프 비트 멜로디 라인 구성 프로그레시브 넘버 비비 렉사 피처링 캐쉬 캐쉬 대표 동시 만족 트랙 캐쉬 캐쉬 현재 포착
2476,The Prince of Egypt,Various Artists,드림웍스 애니메이션 이집트 왕자 겨울 개봉 애니메이션 영화 이집트 왕자 드림웍스 애니메이션 애니메이션 배경 그림 캐릭터 제작 기법 시절 일반 애니메이션 영화 개봉 당시 어린이 애니메이션 감동 벌써 기억 제법 인상 애니메이션 반증 애니메이션 감동 감동 줄거리 성경 내용 이해 구약성경 출애굽기 시대 배경 선지자 모세 인물 등장 모세 중심 이스라엘 백성 애굽 이집트 탈출 이집트 가지 재앙 홍해 기적 웅장 장면 로만 화면 통해 상기 감성 영화 감동 여운
2477,The Complete Studio Albums Collection,Leonard Cohen(레너드 코헨),레너드 코헨 어머니 고향 레너드 코헨 모든 동물 초적 본능 가지 의지 후천 학습 체득 자연 발생 형성 생명체 본질 죽음 그림자 서서히 순간 코끼리 모든 중단 동굴 발걸음 마지막 맞이 연어 수만 여정 산란 방향 마지막 이외 과학 검증 동물 귀향 행태 자료 가슴 인지상정 발표 레너드 코헨 고향 대판 음유시인 이면 시대 마지막 음유 시인 레너드 코헨 수식 표현 사유 아티스트 거장 팝음악 문학 선배 소개 처음 거장 음악세계 평생 향유 특권 트랙 시작 집등 도착 리뷰 시작 고민 레너드 코헨 딜런 거장 먼저 시작 리뷰 방향 잡지 결심 이제야 시작 무게 정도 리뷰 리뷰 표현 내용 편린 주어 일부분 캐나다 출신 시인 싱어송라이터 레너드 코헨 년생 불구 활동 캐나다 문단 시인 소설가 활동 유태계 부친 러시아 모친 혈통 청소년 시절 정체 고뇌 자라 대전 당시 나치 유태인 대학 유태인 정체 성과 예술 본능 사이 고뇌 방황 약관 나이 캐나다 문단 시인 데뷔 본격 창작 활동 시작 시인 감수성 일상 고찰 일상 대상 투영 훗날 사유 아티스트 토대 훌쩍 발표 공식 가요 데뷔 매일 반복 내면 일상 순간 저항 고뇌 무언가 레너드 코헨 도전 사랑 고독 정치 종교 이념 스펙트럼 통해 가치 의미 창조 서정 결코 서정 이지 멜로디 전달 과정 무언가 발견 이전 발표 실례 이유 가치나 의미 갈증 후배 롤모델 차원 성숙 거목 황혼 뒷자락 거장 은퇴 이유 이면 인생 장의 발표 이유 레너드 코헨 트랙 가사 내용 소리 소리 하라 세상 마련 위안 마스터링 베스트앨범 종합 수가 관계 편의 대표 기록 참고
2478,기계적인 앨범,기리보이,기리보이 모든 허무 기리보이 기계 기리보이 트랙 소개 대부분 일렉트로닉 기반 발라드 가미 거나 사랑 아티스트 차용 소재 시도 정도 가지각색 트랙 구성 기리보이 악기 운용 아침 새벽 네시 트랙 그루브함 트랙 인스 트루 멘탈 트랙 더욱 집중 기리보이 매력 트랙 기계 장르 수행 가사 집중 기리보이 장르 설명 레게 느낌 느낌 동시 우주비행 경우 기리보이 종종 공개 리믹스 느낌 전달 기리보이 가사 전달 기반 자칫 베이스 멜로디 라인 비트 집중 가사 장르 이해 실험 정신 성과
2479,Dive,프리밋(PRIMIT),프리 일렉트로닉 대주 프리밋 데뷔 선정 선정 발견 쾌감 기본 욕구 이자 바람 발전 가능성 뮤지션 성장 과정 보람 연인 느낌 유독 싱글 국내 댄스 전자음악 분야 데뷔 신인 앞서 설명 대치 클럽 활동 뮤지션 작업 프리밋 완성 공개 영미 일렉트로닉 흡수 발전 마음 가득 한국 공개 보편 트렌디 패턴 프리밋 전자음악 프로듀서 스타일 방향 타이틀곡 바람 표현 다운 템포 중심 신시사이저 발산 하나로 대중 인기 점검 인물 금세 한국 나라 디제잉 도전 결과 루키 등장
2480,Solatic,쏠라티(Solati),라티 로맨스 라티 직장 동료 학교 친구 주변 애사 기도 일상 연애 셔츠 모습 문득 달라 이별 동시 로맨스 연애 라티 달달 연애 라티 절로 달달 기분 연인 연애 기분 연주 라티 연주 일품 달달 목소리 연주 재미 가사 별로 라면 라티 연주 스토리 완소
2481,Romance,피아노의 숲,피아노 소리 피아노 여러 악기 소리 연상 악기 피아노 건반 격음 처마 소리 악기 고정 몸체 변화 천둥 번개 드럼 석양 저녁 바람 트럼펫 색소폰 아티스트 콜라보 피아노 감성 전하 유리창 가로 빗줄기 실내 시선 상념 순간
2482,RE,IDIOTAPE (이디오테잎),이디오테잎 준비 스페셜 선정 선정 리믹스 리메이크 초점 재탄생 대상 의외 범위 산울림 가지마오 조용필 단발머리 갤럭시 익스 프레 진짜 텔레파시 포함 한국 대중음악 전설 서교 시장 활동 중인 밴드 구성 별도 연대 수록 조화 창조 해체 봉합 단계 하나로 평소 음향 강도 라이브 밴드 모습 사운드 한층 공격 소리 전달 밴드 전공 전자음악 한국 영향 안내 소리 방식 부분 목소리 보존 진행 연주 이디오테잎 개성 밴드 감각 부분 곡임 불구 선택 작전 우등 작업 방법 재미
2483,Geniuses & Thieves,Gentle Bones(젠틀 본스),젠틀 본스 퓨처 베이스 알앤비 신의 신예 아티스트 젠틀 본스 젠틀 본스 현재 싱가포르 알앤비 아티스트 데뷔 싱가포르 아이튠스 차트 기록 사전 주문 하루 성적 주요 싱글 싱글 차트 본명 조엘 일명 젠틀 본스 활동 시작 홍콩 말레이시아 인도네시아 아시아 유럽 공연 정도 유망 아티스트 알앤비 마이클 잭슨 스트리트 보이즈 가수 빅뱅 레이블 소속 뮤지션 다년 데뷔 싱가포르 최고 스타 이듬해 영화 싱글 발매 아이튠스 차트 포브스 아시아 선정 이하 엔터테인먼트 스포츠 분야 리스트 싱가포르인 이름 자국 검증 점차 시야 세계 메이저 시장 한국 발표 지난 크게 알앤비 공통분모 사운드 장르 변화 지난 어쿠스틱 사운드 라면 자음 타이틀곡 비교 차이 확연 현이 중심 라면 신시사이저 비트 중심 최근 퓨처 베이스 열풍 영향 퓨처 베이스 힙합 비트 위로 몽롱 때로는 스케일 신시사이저 장르 호주 출신 플룸 디스 클로저 리믹스 세계 시작 플라잉 로터스 영감 플룸 로움 블랙 뮤직 애호가 크게 자극 최근 전통 알앤비 모습 퓨처 베이스 언급 알앤비 세계 일렉트로닉 댄스 열풍 자음 비중 레전드 에이미 와인 하우스 빈티 소울 열풍 최근 어쿠스틱 컴퓨터 강세 위켄드 프랭크 오션 자음 취향 얼터너티브 알앤비 움직임 젠틀 본스 변화 성장 표현 전보 성장 원래 젠틀 본스 가능성 의치 모습 감히 얘기 항상 알앤비 사랑 마이클 잭슨 스트리트 보이즈 자라 힙합 얼터너티브 알앤비 데뷔 장르 실험 위험 감수 수록 모든 젠틀 본스 직접 단독 찰리 작업 경력 이브 로스 싱가포르 프로듀서 플라이트 스쿨 웨이 프로듀싱 타이틀곡 지향 대표 하이 트랩 비트 위로 젠틀 본스 최근 유행 일렉트로닉 흐름 알앤비 만남 젠틀 본스 이브 로스 웨이 프로듀싱 퓨처 베이스 힙합 만남 요약 장르 대중 알앤비 살짝 다운 트랙 후렴구 해당 파트 젠틀 본스 조각 인스 트루 멘탈 일반 알앤비 달리 댄스 본격 퓨처 베이스 장르 리믹스 실리 기도 대중 안배 장대 스케일 신스 본격 사용 장르 대부 격인 플룸 리믹스 여성 듀엣 싱가포르 가수 리닝 고음 절창 절제 창법 구사 하모니 음색 몽롱 알앤비 인기 고음 인기 예전 디바 시대 반대 한국 알앤비 주류 자이언티 크러쉬 개성 심플 강조 젠틀 본스 목소리 알앤비 트렌디 스타일 마지막 수록 영화 삽입 싱가포르 아이튠스 발매 하루 영화음악 다운 웅장 드럼 현악 합주 사용 스케일 사운드 소리 특성 악기 어쿠스틱 악기 사용 차이 젠틀 본스 당분간 목표 투어 공연 나라 도시 소개 장기 전달 노력 목표 최신 알앤비 트렌드 완성 흡수 통해 목표 실현 가능성 한국 대중 음악평론가 대화
2484,원모어찬스,원 모어 찬스(one more chance),모어 찬스 정지찬 전체 기운 부담 듣기 에너지 가사도 한정 라이브 수가 분위기 구성 전체 밴드 구성 기본 어쿠스틱 사운드 시대 편승 색깔 명의 멤버 유재하 경연 대회 출신 정체 추구 전달 자유 웅장 예고 도입 부가 시작 피아노 라인 인상 독백 피아노 연주 중반 갈수록 분위기 고조 호소 창법 후반 스트링 웅장 자유 의지 정체 가사 설득 공감 슬러 모던락 장르 밴드 기본 대중가요 전형 분위기 코드 진행 멜로디 듣기 부담 전반 벨소리 한층 느낌 창법 균형 믹싱 전체 사운드 미디움 템포 직접 느낌 연상 주법 목소리 집중 전체 패턴 후렴구 멜로디 목소리 덕분 전혀 가운데 비트 스트로 리듬 한층 자칫 가사 마이너 코드 사용 무게 실어 후반 부분 느낌 대화 부분 럭셔리 버스 통통 느낌 가사 소재 스토리 형식 가사 집중 후반 버스 소리 표현 이란 가사도 인상 국내 대중가요 우쿨렐레 사운드 듀엣 느낌 여행 통해 긍정 태도 셔플 리듬 종소리 반주 부분 정리 결론 구성 질문 정지찬 솔로 초반 느낌 표현 전반 패드 사이사이 아카펠라 코러스 위로 듯이 전달 메시지 도움 목소리 마찰음 소리 어쿠스틱 느낌 느낌 전체 마무리 느낌
2485,Madeline,이채언루트(Echae En Route),이채 루트 헤어 재즈 베이스 연주 오경 바이올린 전공 이채 이채 재즈 유망 바이올리니스트 싱어송라이터 버클리 음대 전액 장학 생일 정도 실력 바이올린 잔다르크 별명 행보 더욱 기대 추천 드릴 오해 한국말 손가락 튕기 선율 데이트 새벽 시계 초침 소리 마침내 소음
2486,Då Som Nu För Alltid,Kent(켄트),켄트 켄트 커리어 마무리 스웨덴 밴드 켄트 무려 반세기 여정 마침내 종지부 찍기 공식 홈페이지 공개 문구 흡사 묘비 본인 영어 달랑 영미 차트 상업 성공 파장 제법 실정 심야 라디오 채널 드라마 삽입곡 블로그 미니 홈피 국내 진작 힐링 깊이 재킷 이미지 충격 요아킴 르그 새미 마틴 스콜 베이스 마커스 스토 드럼 멤버 분신 해골 정장 차림 카드 게임 테이블 스트레이트 럼주 장미꽃 송이 모금 담배 살짝 그간 출시 정규 음반 매수 하트 지난 홈페이지 공지 통해 뉴욕 소재 트릭 레이디 스튜디오 정규 코딩 이듬해 켄트 스웨덴 명예 전당 일인 청천벽력 비보 상상 화이트 데이 기해 보가 타이틀 영어 뉘앙스 하늘 날벼락 현재 정도 종지부 가공 페이스북 페이지 동영상 티저 영상 마음 드럼 비트 리드 심플 연주 위로 그간 켄트 발표 재킷 차용 이미지 고스 행진곡 소품 포니테일 해골 소녀 흰색 호랑이 소녀 비행기 설경 이미지 화면 가득 노스 지아 자극 가족 친구 고향 향수 서사시 지난 출시 번쨰 정규 느낌 일지 모든 감정 문제기 완성 자축 이별 성명 작품집 눈물 작정 포진 켄트 답지 시도 요아킴 주도 음반 완성 비트 향연 영화 수색역 연상 느낌 정도 공동 집필 그레이 토미 삽입곡 애나 테른 하임 전작 마냥 협업 통해 완성 트랙 청자 압도 켄트 후기 사운드 대변 자음 향연 신스 넘버 견지 계산 광기 단아 러닝 타임 자랑 별반 굳이 라디오헤드 콜드플레이 디페시 모드 북유럽 화답 연주 자음 질적 조화 연한 주술 코러스 인상 의도 유난 이별 구체화 상태 진짜 마지막 하필 마지막 자리 위치 당분간 고별 투어 던데 마지막 번만
2487,Scriabin: Piano Music (스크리아빈: 피아노 음악),Xiayin Wang(샤인 왕),샤인 쇼팽 동경 스크리아빈 피아노 음악세계 스크리아빈 러시아 태생 사이 활동 세계 일반인 소개 연주 피아니스트 중국 피아니스트 랑랑 윤디리 유자 샤인 안정 열정 연주 피아니스트 스크리아빈 라흐마니노프 절친 라이벌 라흐마니노프 교향곡 지휘 스크리아빈 연주회 정도 교감 시절 쇼팽 모방 과언 정도 쇼팽 왈츠 단번 스크리아빈 단계 시기 전기 쇼팽 영향 시기 정도 해당 전주곡 에튀드 즉흥곡 마주르카 왈츠 쇼팽 애호 장르 만풍 느낌 쇼팽 영향 중기 정도 시기 당시 종교 철학 영향 신비 주의 사상 반영 시작 신비 화음 화음 이용 실험 시기 프랑스 인상주의 드뷔시 라벨 교류 색채 표현 시작 후기 신비 주의 화음 확립 시기 기존 전통 무조 확립 조성 방향 성향 불규칙 리듬 불협화음 적극 이용 조성
2488,Star Garden,꽃별(Ccotbyel),꽃별 해금 연주가 꽃별 뮤직 피디 뮤직 월드 우리나라 해금 연주가 꽃별 보신 가요 유튜브 한국 홍보 관련 영상 배경음악 꽃별 꽃별 처음 꽃별 개인 꽃별 국악 장르 표현 듭니 국악 가지 꽃별 듣기 시작 퓨전 국악 오늘 꽃별 정규 수록 도라지 소개 먼저 도라지 아시 전통 민요 도라지 한국 느낌 부산 정상회담 광고음악 삽입 개인 멜로디 청정 광고음악 삽입 감상 추천 리뷰 뮤직
2489,"Smile, Bump",꽃잠 프로젝트(GGot Jam Project),꽃잠 프로젝트 음색 꽃잠 프로젝트 꽃잠 프로젝트 전체 사랑 주제 사랑 주제 개성 가지 가수 분위기 가지 전체 완성 타이틀곡 나이 꽃잠 프로젝트 가사 통해 묘사 사랑 사랑 나이 여름 사랑 본인 연인 감성 덕분 연상 마음 멜로디 사랑 사랑 여자 행동 묘사 깜짝 놀란 관심 시선 얼굴 콧소릴 가득 인사 사랑 여자 시점 진행 영화 느낌 감정 이입 자동 재생 영화 재생 가사 여자 용기 약속 잡고 긴장 마음 가지 호흡 카페 카페 남자 한눈 여자 깜짝 놀란 관심 거울 연습 표정 남자에게 인사 남자 마주 여자 마음 풍경 남자 마음 테이블 끝내 마음 얼굴 눈빛 사랑 마음 저절로 표현 사랑 결론 가수 직접 말로 사랑 행동 마음 강조 마음 사랑 마음 통해 사랑 마음 자체 존재 멜로디 목소리 마침표 계속 여운 음색 목소리 간다 감정 설득 목소리 사랑 감정 이입 연애 감성 리기 사랑 다자 재생
2490,Por Favor,Brett Dennen(브렛 데넨),브렛 데넨 작고 일상 싱어송라이터 머리칼 주근깨 얼굴 언뜻 대의 어딘가 자리 소년 브렛 데넨 올해 살이 년생 미국 출신 싱어송라이터 스튜디오 홈스쿨링 시작 브렛 데넨 연주 줄곧 시작 셀프 타이틀 발매 본격 뮤지션 걷기 시작 메이어 투어 오프닝 장식 제이슨 므라즈 작업 통해 주목 주요 평단 주목 아티스트 거론 본격 이름 다그 통해 무언가 주변 일상 고향 주로 영감 감정 래서 공식 홈페이지 직접 그린 그림 소개 이름 와인 구매 래서 대도시 분위기 일상 스페인어 제발 브렛 데넨 작업 스튜디오 매일 되뇌었던 처음 타이틀 하자 인생 무언가 타이틀 다그 통해 아티스트 고독 상실 감정 굴욕 감수 때로는 무언가 인정 과정 정규 본연 감정 전체 멜랑콜리 분위기 방황 마침내 긍정 멜로디 색감 상처 목소리 긍정 멜로디 코러스 라인 어쿠스틱 사운드 트랙 브렛 데넨 내면 인정 통해 극복 과정 필요 대신 하루 하루 일상 조각 소리
2491,신루트의 이상한 나라,신현희와김루트,현희 루트 제목 자체 루트 나라 현희 루트 정규 지속 디지털 싱글 발매 공개 공연장 미리 발표 중심 작년 작업 정규 의욕 작업 결과물 현희 루트 정체 대중 현희 루트 특징 다양성 어쿠스틱 듀오 블루스 느낌 구현 현희 목소리 소녀 목소리 베이스 현희 주로 원동력 다양성 타이틀 여자아이 연상 목소리 주제 표현 홍대 부르스 말걸 이의 목소리 정도 앨리스 과자 모습 운용 루트 현희 스펙트럼 조절 파트너 다양성 대감 더욱 시도 대중 거부 루트 나라 스펙트럼 과시 정의 앨리스 처음 물병 모든 시작
